湖北电信,#genre#
CCTV1,http://218.0.238.146:4022/udp/233.50.201.54:5140
CCTV1,http://218.0.238.146:4022/udp/233.50.201.1:5140
CCTV1,http://218.0.238.146:4022/udp/233.50.201.31:5140
CCTV2,http://218.0.238.146:4022/udp/233.50.200.25:5140
CCTV2,http://218.0.238.146:4022/udp/233.50.200.100:5140
CCTV2,http://218.0.238.146:4022/udp/233.50.201.119:5140
CCTV3,http://218.0.238.146:4022/udp/233.50.200.107:5140
CCTV3,http://218.0.238.146:4022/udp/233.50.201.196:5140
CCTV4,http://218.0.238.146:4022/udp/233.50.200.101:5140
CCTV5,http://218.0.238.146:4022/udp/233.50.200.108:5140
CCTV5,http://218.0.238.146:4022/udp/233.50.201.197:5140
CCTV5+,http://218.0.238.146:4022/udp/233.50.201.220:5140
CCTV6,http://218.0.238.146:4022/udp/233.50.200.109:5140
CCTV6,http://218.0.238.146:4022/udp/233.50.201.198:5140
CCTV7,http://218.0.238.146:4022/udp/233.50.200.24:5140
CCTV7,http://218.0.238.146:4022/udp/233.50.200.102:5140
CCTV7,http://218.0.238.146:4022/udp/233.50.201.120:5140
CCTV8,http://218.0.238.146:4022/udp/233.50.200.110:5140
CCTV8,http://218.0.238.146:4022/udp/233.50.201.199:5140
CCTV9,http://218.0.238.146:4022/udp/233.50.200.23:5140
CCTV9,http://218.0.238.146:4022/udp/233.50.201.121:5140
CCTV10,http://218.0.238.146:4022/udp/233.50.200.22:5140
CCTV10,http://218.0.238.146:4022/udp/233.50.201.122:5140
CCTV11,http://218.0.238.146:4022/udp/233.50.201.11:5140
CCTV12,http://218.0.238.146:4022/udp/233.50.200.21:5140
CCTV12,http://218.0.238.146:4022/udp/233.50.201.123:5140
CCTV13,http://218.0.238.146:4022/udp/233.50.200.111:5140
CCTV13,http://218.0.238.146:4022/udp/233.50.201.246:5140
CCTV14,http://218.0.238.146:4022/udp/233.50.200.103:5140
CCTV14,http://218.0.238.146:4022/udp/233.50.200.20:5140
CCTV14,http://218.0.238.146:4022/udp/233.50.201.124:5140
CCTV16,http://218.0.238.146:4022/udp/233.50.200.112:5140
CCTV16,http://218.0.238.146:4022/udp/233.50.201.192:5140
CCTV17,http://218.0.238.146:4022/udp/233.50.200.113:5140
CCTV2,http://218.0.238.146:4022/udp/233.50.201.2:5140
CCTV3,http://218.0.238.146:4022/udp/233.50.201.16:5140
CCTV4,http://218.0.238.146:4022/udp/233.50.201.4:5140
CCTV5,http://218.0.238.146:4022/udp/233.50.201.17:5140
CCTV6,http://218.0.238.146:4022/udp/233.50.201.18:5140
CCTV7,http://218.0.238.146:4022/udp/233.50.201.7:5140
CCTV8,http://218.0.238.146:4022/udp/233.50.201.19:5140
CCTV10,http://218.0.238.146:4022/udp/233.50.201.10:5140
CCTV12,http://218.0.238.146:4022/udp/233.50.201.12:5140
CCTV13,http://218.0.238.146:4022/udp/233.50.201.13:5140
CCTV14,http://218.0.238.146:4022/udp/233.50.201.14:5140
CCTV17,http://218.0.238.146:4022/udp/233.50.201.35:5140
CCTV1,http://218.0.238.146:4022/udp/233.50.200.247:5140
CCTV1,http://218.0.238.146:4022/udp/233.50.201.226:5140
CCTV13,http://218.0.238.146:4022/udp/233.50.200.97:5140
CCTV15,http://218.0.238.146:4022/udp/233.50.201.15:5140
CCTV16 4K,http://218.0.238.146:4022/udp/233.50.201.63:5140
凤凰中文,http://218.0.238.146:4022/udp/233.50.200.42:5140
凤凰中文,http://218.0.238.146:4022/udp/233.50.200.191:5140
凤凰资讯,http://218.0.238.146:4022/udp/233.50.200.192:5140
天津卫视,http://218.0.238.146:4022/udp/233.50.200.104:5140
天津卫视,http://218.0.238.146:4022/udp/233.50.201.104:5140
河北卫视,http://218.0.238.146:4022/udp/233.50.200.105:5140
河北卫视,http://218.0.238.146:4022/udp/233.50.201.140:5140
安徽卫视,http://218.0.238.146:4022/udp/233.50.200.106:5140
安徽卫视,http://218.0.238.146:4022/udp/233.50.201.113:5140
重庆卫视,http://218.0.238.146:4022/udp/233.50.200.114:5140
云南卫视,http://218.0.238.146:4022/udp/233.50.200.115:5140
四川卫视,http://218.0.238.146:4022/udp/233.50.200.118:5140
四川卫视,http://218.0.238.146:4022/udp/233.50.201.139:5140
江西卫视,http://218.0.238.146:4022/udp/233.50.200.119:5140
江西卫视,http://218.0.238.146:4022/udp/233.50.201.145:5140
江苏卫视,http://218.0.238.146:4022/udp/233.50.200.144:5140
江苏卫视,http://218.0.238.146:4022/udp/233.50.201.106:5140
浙江卫视,http://218.0.238.146:4022/udp/233.50.200.145:5140
浙江卫视,http://218.0.238.146:4022/udp/233.50.200.231:5140
东方卫视,http://218.0.238.146:4022/udp/233.50.200.146:5140
东方卫视,http://218.0.238.146:4022/udp/233.50.201.125:5140
湖北卫视,http://218.0.238.146:4022/udp/233.50.200.147:5140
湖北卫视,http://218.0.238.146:4022/udp/233.50.201.114:5140
广东卫视,http://218.0.238.146:4022/udp/233.50.200.149:5140
广东卫视,http://218.0.238.146:4022/udp/233.50.201.102:5140
北京卫视,http://218.0.238.146:4022/udp/233.50.200.179:5140
北京卫视,http://218.0.238.146:4022/udp/233.50.201.107:5140
广东卫视,http://218.0.238.146:4022/udp/233.50.200.187:5140
深圳卫视,http://218.0.238.146:4022/udp/233.50.200.188:5140
深圳卫视,http://218.0.238.146:4022/udp/233.50.201.101:5140
黑龙江卫视,http://218.0.238.146:4022/udp/233.50.200.189:5140
黑龙江卫视,http://218.0.238.146:4022/udp/233.50.201.115:5140
湖南卫视,http://218.0.238.146:4022/udp/233.50.200.190:5140
湖南卫视,http://218.0.238.146:4022/udp/233.50.201.103:5140
山东卫视,http://218.0.238.146:4022/udp/233.50.201.105:5140
辽宁卫视,http://218.0.238.146:4022/udp/233.50.201.141:5140
贵州卫视,http://218.0.238.146:4022/udp/233.50.201.142:5140
重庆卫视,http://218.0.238.146:4022/udp/233.50.201.143:5140
河南卫视,http://218.0.238.146:4022/udp/233.50.201.144:5140
东南卫视,http://218.0.238.146:4022/udp/233.50.201.146:5140
北京卫视,http://218.0.238.146:4022/udp/233.50.201.40:5140
江苏卫视,http://218.0.238.146:4022/udp/233.50.201.41:5140
黑龙江卫视,http://218.0.238.146:4022/udp/233.50.201.42:5140
湖北卫视,http://218.0.238.146:4022/udp/233.50.201.43:5140
深圳卫视,http://218.0.238.146:4022/udp/233.50.201.45:5140
河南卫视,http://218.0.238.146:4022/udp/233.50.201.44:5140
云南卫视,http://218.0.238.146:4022/udp/233.50.201.46:5140
天津卫视,http://218.0.238.146:4022/udp/233.50.201.47:5140
吉林卫视,http://218.0.238.146:4022/udp/233.50.201.48:5140
广西卫视,http://218.0.238.146:4022/udp/233.50.201.49:5140
河北卫视,http://218.0.238.146:4022/udp/233.50.201.50:5140
山西卫视,http://218.0.238.146:4022/udp/233.50.201.51:5140
湖南卫视,http://218.0.238.146:4022/udp/233.50.201.52:5140
江西卫视,http://218.0.238.146:4022/udp/233.50.201.53:5140
海南卫视,http://218.0.238.146:4022/udp/233.50.201.55:5140
广东卫视,http://218.0.238.146:4022/udp/233.50.201.56:5140
宁夏卫视,http://218.0.238.146:4022/udp/233.50.201.57:5140
东南卫视,http://218.0.238.146:4022/udp/233.50.201.58:5140
陕西卫视,http://218.0.238.146:4022/udp/233.50.201.59:5140
辽宁卫视,http://218.0.238.146:4022/udp/233.50.201.60:5140
四川卫视,http://218.0.238.146:4022/udp/233.50.201.61:5140
安徽卫视,http://218.0.238.146:4022/udp/233.50.201.62:5140
山东卫视,http://218.0.238.146:4022/udp/233.50.201.64:5140
青海卫视,http://218.0.238.146:4022/udp/233.50.201.65:5140
重庆卫视,http://218.0.238.146:4022/udp/233.50.201.66:5140
东方卫视,http://218.0.238.146:4022/udp/233.50.201.68:5140
贵州卫视,http://218.0.238.146:4022/udp/233.50.201.69:5140
西藏卫视,http://218.0.238.146:4022/udp/233.50.201.70:5140
兵团卫视,http://218.0.238.146:4022/udp/233.50.201.72:5140
都市剧场,http://218.0.238.146:4022/udp/233.50.200.11:5140
都市剧场,http://218.0.238.146:4022/udp/233.50.201.190:5140
欢笑剧场,http://218.0.238.146:4022/udp/233.50.200.229:5140
欢笑剧场,http://218.0.238.146:4022/udp/233.50.201.189:5140
动漫秀场,http://218.0.238.146:4022/udp/233.50.200.12:5140
动漫秀场,http://218.0.238.146:4022/udp/233.50.201.184:5140
游戏风云,http://218.0.238.146:4022/udp/233.50.200.14:5140
游戏风云,http://218.0.238.146:4022/udp/233.50.201.183:5140
生活时尚,http://218.0.238.146:4022/udp/233.50.200.15:5140
生活时尚,http://218.0.238.146:4022/udp/233.50.201.187:5140
法治天地,http://218.0.238.146:4022/udp/233.50.200.120:5140
法治天地,http://218.0.238.146:4022/udp/233.50.201.191:5140
金色学堂,http://218.0.238.146:4022/udp/233.50.200.122:5140
金色学堂,http://218.0.238.146:4022/udp/233.50.201.186:5140
快乐垂钓,http://218.0.238.146:4022/udp/233.50.200.123:5140
快乐垂钓,http://218.0.238.146:4022/udp/233.50.201.109:5140
茶频道台,http://218.0.238.146:4022/udp/233.50.200.124:5140
茶频道台,http://218.0.238.146:4022/udp/233.50.201.188:5140
第一财经,http://218.0.238.146:4022/udp/233.50.200.125:5140
乐游纪实,http://218.0.238.146:4022/udp/233.50.200.148:5140
乐游纪实,http://218.0.238.146:4022/udp/233.50.201.185:5140
教育四套,http://218.0.238.146:4022/udp/233.50.200.162:5140
新视觉台,http://218.0.238.146:4022/udp/233.50.201.244:5140
优优宝贝,http://218.0.238.146:4022/udp/233.50.202.24:5140
晴彩竞技,http://218.0.238.146:4022/udp/233.50.201.193:5140
晴彩竞技,http://218.0.238.146:4022/udp/233.50.202.26:5140
晴彩篮球,http://218.0.238.146:4022/udp/233.50.201.194:5140
晴彩篮球,http://218.0.238.146:4022/udp/233.50.202.27:5140
晴彩羽毛球,http://218.0.238.146:4022/udp/233.50.201.195:5140
晴彩羽毛球,http://218.0.238.146:4022/udp/233.50.202.28:5140
晴彩广场舞,http://218.0.238.146:4022/udp/233.50.201.226:5140
晴彩广场舞,http://218.0.238.146:4022/udp/233.50.202.29:5140
轮播频道,http://218.0.238.146:4022/udp/233.50.201.116:5140
轮播频道,http://218.0.238.146:4022/udp/233.50.201.117:5140
直播,http://218.0.238.146:4022/udp/233.50.200.223:5140
浙江经济,http://218.0.238.146:4022/udp/233.50.201.133:5140
之江纪录,http://218.0.238.146:4022/udp/233.50.202.25:5140
温州新闻,http://218.0.238.146:4022/udp/233.50.201.87:5140
绍兴新闻,http://218.0.238.146:4022/udp/233.50.201.156:5140
衢州新闻,http://218.0.238.146:4022/udp/233.50.201.155:5140
台州新闻,http://218.0.238.146:4022/udp/233.50.201.157:5140
湖州新闻,http://218.0.238.146:4022/udp/233.50.201.158:5140
金华新闻,http://218.0.238.146:4022/udp/233.50.201.161:5140
丽水新闻,http://218.0.238.146:4022/udp/233.50.201.162:5140
嘉兴新闻,http://218.0.238.146:4022/udp/233.50.201.163:5140
桐乡新闻,http://218.0.238.146:4022/udp/233.50.201.169:5140
CETV-4,http://218.0.238.146:4022/udp/233.50.200.162:5140
东方卫视,http://218.0.238.146:4022/udp/233.50.200.248:5140
中国蓝直播,http://218.0.238.146:4022/udp/233.50.201.193:5140
CGTN西班牙,http://218.0.238.146:4022/udp/233.50.201.36:5140
CGTN法语,http://218.0.238.146:4022/udp/233.50.201.37:5140
CGTN阿拉伯,http://218.0.238.146:4022/udp/233.50.201.38:5140
CGTN俄语,http://218.0.238.146:4022/udp/233.50.201.39:5140
金鹰卡通,http://218.0.238.146:4022/udp/233.50.201.73:5140
哈哈炫动,http://218.0.238.146:4022/udp/233.50.201.74:5140
发现之旅,http://218.0.238.146:4022/udp/233.50.201.98:5140
少儿,http://218.0.238.146:4022/udp/233.50.201.20:5140
CETV1,http://218.0.238.146:4022/udp/233.50.201.75:5140
CGTN,http://218.0.238.146:4022/udp/233.50.201.126:5140
杭州综合,http://218.0.238.146:4022/udp/233.50.201.173:5140
杭州明珠,http://218.0.238.146:4022/udp/233.50.201.174:5140
杭州生活,http://218.0.238.146:4022/udp/233.50.201.175:5140
杭州影视,http://218.0.238.146:4022/udp/233.50.201.176:5140
杭州青少,http://218.0.238.146:4022/udp/233.50.201.177:5140
杭州导视,http://218.0.238.146:4022/udp/233.50.201.182:5140
宁波综合,http://218.0.238.146:4022/udp/233.50.201.168:5140
宁波生活,http://218.0.238.146:4022/udp/233.50.201.178:5140
宁波文体,http://218.0.238.146:4022/udp/233.50.201.179:5140
宁波影视,http://218.0.238.146:4022/udp/233.50.201.180:5140
宁波少儿,http://218.0.238.146:4022/udp/233.50.201.181:5140
温州综合,http://218.0.238.146:4022/udp/233.50.201.87:5140
绍兴综合,http://218.0.238.146:4022/udp/233.50.201.156:5140
衢州综合,http://218.0.238.146:4022/udp/233.50.202.11:5140
衢州公共,http://218.0.238.146:4022/udp/233.50.202.12:5140
丽水新闻综合,http://218.0.238.146:4022/udp/233.50.201.162:5140
中国蓝直播,http://218.0.238.146:4022/udp/233.50.201.108:5140
浙江之声广播,http://218.0.238.146:4022/udp/233.50.201.79:5140
浙江新闻广播,http://218.0.238.146:4022/udp/233.50.201.80:5140
经济频道广播,http://218.0.238.146:4022/udp/233.50.201.81:5140
音乐调频广播,http://218.0.238.146:4022/udp/233.50.201.82:5140
交通之声广播,http://218.0.238.146:4022/udp/233.50.201.83:5140
旅游之声广播,http://218.0.238.146:4022/udp/233.50.201.84:5140
城市之声广播,http://218.0.238.146:4022/udp/233.50.201.85:5140
民生资讯广播,http://218.0.238.146:4022/udp/233.50.201.86:5140
江苏,#genre#
江苏卫视,http://153.34.0.38:9997/udp/239.49.8.16:9602
江苏卫视,http://153.34.0.38:9997/udp/239.49.8.138:6000
江苏城市,http://153.34.0.38:9997/udp/239.49.9.35:6000
江苏公共,http://153.34.0.38:9997/udp/239.49.1.22:6000
江苏公共,http://153.34.0.38:9997/udp/239.49.0.149:9186
江苏国际,http://153.34.0.38:9997/udp/239.49.1.23:6000
江苏国际,http://153.34.0.38:9997/udp/239.49.0.22:8168
江苏教育,http://153.34.0.38:9997/udp/239.49.9.42:6000
江苏卡通,http://153.34.0.38:9997/udp/239.49.9.39:6000
江苏体育,http://153.34.0.38:9997/udp/239.49.9.37:6000
江苏新闻,http://153.34.0.38:9997/udp/239.49.9.40:6000
江苏影视,http://153.34.0.38:9997/udp/239.49.9.38:6000
江苏综艺,http://153.34.0.38:9997/udp/239.49.9.36:6000
CCTV-1,http://153.34.0.38:9997/udp/239.49.8.19:9614
CCTV-1,http://153.34.0.38:9997/udp/239.49.8.129:6000
CCTV-2,http://153.34.0.38:9997/udp/239.49.8.50:9802
CCTV-2,http://153.34.0.38:9997/udp/239.49.8.130:6000
CCTV-3,http://153.34.0.38:9997/udp/239.49.9.31:6000
CCTV-4,http://153.34.0.38:9997/udp/239.49.8.51:9806
CCTV-4,http://153.34.0.38:9997/udp/239.49.8.131:6000
CCTV-5,http://153.34.0.38:9997/udp/239.49.8.18:9610
CCTV-5,http://153.34.0.38:9997/udp/239.49.9.32:6000
CCTV-5+,http://153.34.0.38:9997/udp/239.49.8.137:6000
CCTV-6,http://153.34.0.38:9997/udp/239.49.9.33:6000
CCTV-7,http://153.34.0.38:9997/udp/239.49.8.52:9810
CCTV-8,http://153.34.0.38:9997/udp/239.49.9.34:6000
CCTV-9,http://153.34.0.38:9997/udp/239.49.8.53:9814
CCTV-9,http://153.34.0.38:9997/udp/239.49.8.133:6000
CCTV-10,http://153.34.0.38:9997/udp/239.49.8.54:9818
CCTV-10,http://153.34.0.38:9997/udp/239.49.8.134:6000
CCTV-11,http://153.34.0.38:9997/udp/239.49.1.11:6000
CCTV-11,http://153.34.0.38:9997/udp/239.49.0.11:8080
CCTV-12,http://153.34.0.38:9997/udp/239.49.8.55:9822
CCTV-12,http://153.34.0.38:9997/udp/239.49.8.135:6000
CCTV-13,http://153.34.0.38:9997/udp/239.49.9.43:6000
CCTV-14,http://153.34.0.38:9997/udp/239.49.8.56:9826
CCTV-14,http://153.34.0.38:9997/udp/239.49.8.136:6000
CCTV-15,http://153.34.0.38:9997/udp/239.49.1.15:6000
CCTV-17,http://153.34.0.38:9997/udp/239.49.8.132:6000
CCTV风云剧场,http://153.34.0.38:9997/udp/239.49.9.10:6000
CCTV风云音乐,http://153.34.0.38:9997/udp/239.49.9.13:6000
CCTV风云足球,http://153.34.0.38:9997/udp/239.49.9.6:6000
CCTV兵器科技,http://153.34.0.38:9997/udp/239.49.9.9:6000
CCTV第一剧场,http://153.34.0.38:9997/udp/239.49.9.15:6000
CCTV怀旧剧场,http://153.34.0.38:9997/udp/239.49.1.67:6000
CCTV怀旧剧场,http://153.34.0.38:9997/udp/239.49.9.12:6000
CCTV高尔夫球,http://153.34.0.38:9997/udp/239.49.9.7:6000
CCTV高尔夫球,http://153.34.0.38:9997/udp/239.49.0.154:9226
CCTV女性时尚,http://153.34.0.38:9997/udp/239.49.1.69:6000
CCTV女性时尚,http://153.34.0.38:9997/udp/239.49.0.159:9266
CCTV女性时尚,http://153.34.0.38:9997/udp/239.49.9.14:6000
CCTV世界地理,http://153.34.0.38:9997/udp/239.49.1.63:6000
CCTV世界地理,http://153.34.0.38:9997/udp/239.49.0.155:9234
CCTV世界地理,http://153.34.0.38:9997/udp/239.49.9.8:6000
CCTV文化精品,http://153.34.0.38:9997/udp/239.49.1.66:6000
CCTV文化精品,http://153.34.0.38:9997/udp/239.49.9.11:6000
CCTV高尔夫,http://153.34.0.38:9997/udp/239.49.1.62:6000
CCTV怀旧剧场,http://153.34.0.38:9997/udp/239.49.0.157:9250
CCTV文化精品,http://153.34.0.38:9997/udp/239.49.0.156:9242
CCTV台球,http://153.34.0.38:9997/udp/239.49.9.22:6000
湖南卫视,http://153.34.0.38:9997/udp/239.49.8.12:9418
湖南卫视,http://153.34.0.38:9997/udp/239.49.8.142:6000
北京卫视,http://153.34.0.38:9997/udp/239.49.8.11:9414
北京卫视,http://153.34.0.38:9997/udp/239.49.8.141:6000
东方卫视,http://153.34.0.38:9997/udp/239.49.8.17:9606
东方卫视,http://153.34.0.38:9997/udp/239.49.8.140:6000
东南卫视,http://153.34.0.38:9997/udp/239.49.8.186:6000
广东卫视,http://153.34.0.38:9997/udp/239.49.8.13:9422
广东卫视,http://153.34.0.38:9997/udp/239.49.8.143:6000
广西卫视,http://153.34.0.38:9997/udp/239.49.8.209:6000
安徽卫视,http://153.34.0.38:9997/udp/239.49.8.204:6000
山东卫视,http://153.34.0.38:9997/udp/239.49.8.7:9306
山东卫视,http://153.34.0.38:9997/udp/239.49.8.146:6000
山西卫视,http://153.34.0.38:9997/udp/239.49.1.51:6000
山西卫视,http://153.34.0.38:9997/udp/239.49.0.67:8528
陕西卫视,http://153.34.0.38:9997/udp/239.49.1.248:6000
深圳卫视,http://153.34.0.38:9997/udp/239.49.8.15:9430
深圳卫视,http://153.34.0.38:9997/udp/239.49.8.145:6000
贵州卫视,http://153.34.0.38:9997/udp/239.49.8.174:6000
重庆卫视,http://153.34.0.38:9997/udp/239.49.8.57:9830
重庆卫视,http://153.34.0.38:9997/udp/239.49.8.149:6000
河北卫视,http://153.34.0.38:9997/udp/239.49.1.236:6000
河北卫视,http://153.34.0.38:9997/udp/239.49.8.188:6000
河南卫视,http://153.34.0.38:9997/udp/239.49.8.197:6000
江西卫视,http://153.34.0.38:9997/udp/239.49.8.185:6000
辽宁卫视,http://153.34.0.38:9997/udp/239.49.8.48:8000
辽宁卫视,http://153.34.0.38:9997/udp/239.49.8.173:6000
青海卫视,http://153.34.0.38:9997/udp/239.49.1.31:6000
青海卫视,http://153.34.0.38:9997/udp/239.49.1.53:6000
青海卫视,http://153.34.0.38:9997/udp/239.49.0.69:8544
旅游卫视,http://153.34.0.38:9997/udp/239.49.0.57:8448
南方卫视,http://153.34.0.38:9997/udp/239.49.1.249:6000
黑龙江卫视,http://153.34.0.38:9997/udp/239.49.8.14:9426
黑龙江卫视,http://153.34.0.38:9997/udp/239.49.8.144:6000
湖北卫视,http://153.34.0.38:9997/udp/239.49.8.8:9632
湖北卫视,http://153.34.0.38:9997/udp/239.49.8.147:6000
四川卫视,http://153.34.0.38:9997/udp/239.49.8.184:6000
天津卫视,http://153.34.0.38:9997/udp/239.49.8.35:8620
天津卫视,http://153.34.0.38:9997/udp/239.49.8.148:6000
西藏卫视,http://153.34.0.38:9997/udp/239.49.1.139:6000
甘肃卫视,http://153.34.0.38:9997/udp/239.49.1.238:6000
海南卫视,http://153.34.0.38:9997/udp/239.49.8.212:6000
吉林卫视,http://153.34.0.38:9997/udp/239.49.8.187:6000
内蒙古卫视,http://153.34.0.38:9997/udp/239.49.1.240:6000
宁夏卫视,http://153.34.0.38:9997/udp/239.49.1.237:6000
CCTV-News,http://153.34.0.38:9997/udp/239.49.0.9:8064
CCTV-15,http://153.34.0.38:9997/udp/239.49.0.15:8112
CETV-1,http://153.34.0.38:9997/udp/239.49.0.70:8552
CETV-2,http://153.34.0.38:9997/udp/239.49.0.71:8560
4K花园,http://153.34.0.38:9997/udp/239.49.8.205:6000
4K花园,http://153.34.0.38:9997/udp/239.49.8.207:6000
4K花园,http://153.34.0.38:9997/udp/239.49.8.208:6000
暴走汽车,http://153.34.0.38:9997/udp/239.49.8.206:6000
财富天下,http://153.34.0.38:9997/udp/239.49.1.29:6000
财富天下,http://153.34.0.38:9997/udp/239.49.0.166:9322
常州都市,http://153.34.0.38:9997/udp/239.49.1.133:6000
常州公共,http://153.34.0.38:9997/udp/239.49.1.131:6000
常州生活,http://153.34.0.38:9997/udp/239.49.1.132:6000
常州新闻,http://153.34.0.38:9997/udp/239.49.1.134:6000
第一财经,http://153.34.0.38:9997/udp/239.49.1.168:6000
东海新闻,http://153.34.0.38:9997/udp/239.49.9.48:6000
北京纪实科教,http://153.34.0.38:9997/udp/239.49.8.202:6000
动漫秀场,http://153.34.0.38:9997/udp/239.49.1.171:6000
动漫秀场,http://153.34.0.38:9997/udp/239.49.8.178:6000
都市剧场,http://153.34.0.38:9997/udp/239.49.8.180:6000
法治天地,http://153.34.0.38:9997/udp/239.49.1.174:6000
赣榆综合,http://153.34.0.38:9997/udp/239.49.1.247:6000
港剧风云,http://153.34.0.38:9997/udp/239.49.1.201:6000
高淳综合,http://153.34.0.38:9997/udp/239.49.1.142:6000
国防军事,http://153.34.0.38:9997/udp/239.49.0.160:9274
华语影院,http://153.34.0.38:9997/udp/239.49.1.196:6000
淮安综合,http://153.34.0.38:9997/udp/239.49.9.46:6000
欢笑剧场4K,http://153.34.0.38:9997/udp/239.49.8.231:6000
欢笑剧场,http://153.34.0.38:9997/udp/239.49.8.182:6000
环球新闻,http://153.34.0.38:9997/udp/239.49.1.9:6000
金色频道,http://153.34.0.38:9997/udp/239.49.1.169:6000
金鹰纪实,http://153.34.0.38:9997/udp/239.49.8.203:6000
金鹰卡通,http://153.34.0.38:9997/udp/239.49.9.23:6000
空中课堂,http://153.34.0.38:9997/udp/239.49.0.72:8568
连云港公共,http://153.34.0.38:9997/udp/239.49.1.245:6000
连云港新闻,http://153.34.0.38:9997/udp/239.49.1.244:6000
南京教科,http://153.34.0.38:9997/udp/239.49.0.183:9434
南京科教,http://153.34.0.38:9997/udp/239.49.1.27:6000
南京少儿,http://153.34.0.38:9997/udp/239.49.8.230:6000
南京生活,http://153.34.0.38:9997/udp/239.49.1.28:6000
南京生活,http://153.34.0.38:9997/udp/239.49.0.184:9438
南京十八,http://153.34.0.38:9997/udp/239.49.9.4:6000
南京十八,http://153.34.0.38:9997/udp/239.49.1.157:6000
南京十八,http://153.34.0.38:9997/udp/239.49.0.26:8200
南京新闻,http://153.34.0.38:9997/udp/239.49.9.3:6000
南京新闻,http://153.34.0.38:9997/udp/239.49.1.158:6000
南京新闻,http://153.34.0.38:9997/udp/239.49.0.25:8192
南京信息,http://153.34.0.38:9997/udp/239.49.8.223:6000
南京影视,http://153.34.0.38:9997/udp/239.49.8.228:6000
南京娱乐,http://153.34.0.38:9997/udp/239.49.8.229:6000
沛县新闻,http://153.34.0.38:9997/udp/239.49.9.19:6000
邳州综合,http://153.34.0.38:9997/udp/239.49.1.232:6000
全纪实,http://153.34.0.38:9997/udp/239.49.1.173:6000
全纪实,http://153.34.0.38:9997/udp/239.49.8.179:6000
山东教育,http://153.34.0.38:9997/udp/239.49.1.250:6000
生活时尚,http://153.34.0.38:9997/udp/239.49.1.181:6000
生活时尚,http://153.34.0.38:9997/udp/239.49.8.175:6000
时尚女人,http://153.34.0.38:9997/udp/239.49.0.208:9530
书画频道,http://153.34.0.38:9997/udp/239.49.1.227:6000
沭阳综合,http://153.34.0.38:9997/udp/239.49.1.117:6000
水韵江苏,http://153.34.0.38:9997/udp/239.49.8.155:6000
水韵江苏,http://153.34.0.38:9997/udp/239.49.8.157:6000
泗洪综合,http://153.34.0.38:9997/udp/239.49.9.47:6000
泗阳综合,http://153.34.0.38:9997/udp/239.49.1.103:6000
苏州生活,http://153.34.0.38:9997/udp/239.49.8.194:6000
宿迁公共,http://153.34.0.38:9997/udp/239.49.1.123:6000
宿迁综合,http://153.34.0.38:9997/udp/239.49.1.140:6000
宿豫综合,http://153.34.0.38:9997/udp/239.49.1.98:6000
睢宁综合,http://153.34.0.38:9997/udp/239.49.1.246:6000
泰州经济,http://153.34.0.38:9997/udp/239.49.1.100:6000
泰州新闻,http://153.34.0.38:9997/udp/239.49.9.20:6000
泰州影视,http://153.34.0.38:9997/udp/239.49.1.101:6000
先锋乒羽,http://153.34.0.38:9997/udp/239.49.1.233:6000
响水综合,http://153.34.0.38:9997/udp/239.49.1.141:6000
新疆卫视,http://153.34.0.38:9997/udp/239.49.1.239:6000
新沂综合,http://153.34.0.38:9997/udp/239.49.1.228:6000
星光影院,http://153.34.0.38:9997/udp/239.49.1.197:6000
盱眙新闻,http://153.34.0.38:9997/udp/239.49.9.18:6000
徐州新闻,http://153.34.0.38:9997/udp/239.49.9.45:6000
优漫卡通,http://153.34.0.38:9997/udp/239.49.0.21:8160
游戏风云,http://153.34.0.38:9997/udp/239.49.8.176:6000
游戏竞技,http://153.34.0.38:9997/udp/239.49.1.71:6000
云南卫视,http://153.34.0.38:9997/udp/239.49.8.227:6000
浙江卫视,http://153.34.0.38:9997/udp/239.49.8.20:9618
浙江卫视,http://153.34.0.38:9997/udp/239.49.8.139:6000
CETV-1,http://153.34.0.38:9997/udp/239.49.8.189:6000
中国天气,http://153.34.0.38:9997/udp/239.49.1.58:6000
CETV-2,http://153.34.0.38:9997/udp/239.49.1.55:6000
CETV-4,http://153.34.0.38:9997/udp/239.49.1.56:6000
CETV-1,http://153.34.0.38:9997/udp/239.49.1.54:6000

江苏卫视,http://121.237.244.106:8000/udp/239.49.8.16:9602
江苏卫视,http://121.237.244.106:8000/udp/239.49.8.138:6000
江苏城市,http://121.237.244.106:8000/udp/239.49.9.35:6000
江苏公共,http://121.237.244.106:8000/udp/239.49.1.22:6000
江苏公共,http://121.237.244.106:8000/udp/239.49.0.149:9186
江苏国际,http://121.237.244.106:8000/udp/239.49.1.23:6000
江苏国际,http://121.237.244.106:8000/udp/239.49.0.22:8168
江苏教育,http://121.237.244.106:8000/udp/239.49.9.42:6000
江苏卡通,http://121.237.244.106:8000/udp/239.49.9.39:6000
江苏体育,http://121.237.244.106:8000/udp/239.49.9.37:6000
江苏新闻,http://121.237.244.106:8000/udp/239.49.9.40:6000
江苏影视,http://121.237.244.106:8000/udp/239.49.9.38:6000
江苏综艺,http://121.237.244.106:8000/udp/239.49.9.36:6000
CCTV-1,http://121.237.244.106:8000/udp/239.49.8.19:9614
CCTV-1,http://121.237.244.106:8000/udp/239.49.8.129:6000
