央视频道,#genre#
东方卫视,http://182.46.8.141:8018/hls/54/index.m3u8
东方卫视,http://222.89.28.118:808/hls/62/index.m3u8
云南卫视,http://1.80.12.4:10000/hls/34/index.m3u8
云南卫视,http://113.240.177.236:8082/hls/36/index.m3u8
云南卫视,http://120.192.226.35:8009/hls/56/index.m3u8
云南卫视,http://123.10.76.183:808/hls/46/index.m3u8
云南卫视,http://123.10.76.97:808/hls/46/index.m3u8
云南卫视,http://123.10.79.77:808/hls/46/index.m3u8
云南卫视,http://144.7.38.154:808/hls/35/index.m3u8
云南卫视,http://175.11.138.93:808/hls/31/index.m3u8
云南卫视,http://182.46.8.141:8018/hls/73/index.m3u8
云南卫视,http://222.89.28.118:808/hls/79/index.m3u8
兵团卫视,http://175.11.138.93:808/hls/41/index.m3u8
兵团卫视,http://182.46.8.141:8018/hls/78/index.m3u8
内蒙古卫视,http://1.80.12.4:10000/hls/21/index.m3u8
内蒙古卫视,http://113.240.177.236:8082/hls/44/index.m3u8
内蒙古卫视,http://120.192.226.35:8009/hls/60/index.m3u8
内蒙古卫视,http://144.7.38.154:808/hls/50/index.m3u8
内蒙古卫视,http://175.11.138.93:808/hls/50/index.m3u8
内蒙古卫视,http://182.46.8.141:8018/hls/67/index.m3u8
内蒙古卫视,http://222.89.28.118:808/hls/84/index.m3u8
农林卫视,http://1.80.12.4:10000/hls/38/index.m3u8
农林卫视,http://120.192.226.35:8009/hls/27/index.m3u8
农林卫视,http://182.46.8.141:8018/hls/79/index.m3u8
凤凰卫视中文台,http://113.240.177.236:8082/hls/49/index.m3u8
凤凰卫视中文台,https://123.10.76.183:808/live/06OLEGEGM4G.flv
凤凰卫视中文台,https://123.10.76.97:808/live/06OLEGEGM4G.flv
凤凰卫视中文台,https://123.10.79.77:808/live/06OLEGEGM4G.flv
凤凰卫视资讯台,http://113.240.177.236:8082/hls/50/index.m3u8
凤凰卫视资讯台,https://123.10.76.183:808/live/06OLEEWQKN4.flv
凤凰卫视资讯台,https://123.10.76.97:808/live/06OLEEWQKN4.flv
凤凰卫视资讯台,https://123.10.79.77:808/live/06OLEEWQKN4.flv
北京卫视,http://1.80.12.4:10000/hls/17/index.m3u8
北京卫视,http://113.240.177.236:8082/hls/23/index.m3u8
北京卫视,http://120.192.226.35:8009/hls/35/index.m3u8
北京卫视,http://123.10.76.183:808/hls/36/index.m3u8
北京卫视,http://123.10.76.97:808/hls/36/index.m3u8
北京卫视,http://123.10.79.77:808/hls/36/index.m3u8
北京卫视,http://144.7.38.154:808/hls/31/index.m3u8
北京卫视,http://175.11.138.93:808/hls/18/index.m3u8
北京卫视,http://182.46.8.141:8018/hls/46/index.m3u8
北京卫视,http://222.89.28.118:808/hls/64/index.m3u8
厦门卫视,http://123.10.76.183:808/hls/69/index.m3u8
厦门卫视,http://123.10.76.97:808/hls/69/index.m3u8
厦门卫视,http://123.10.79.77:808/hls/69/index.m3u8
厦门卫视,http://175.11.138.93:808/hls/40/index.m3u8
厦门卫视,http://182.46.8.141:8018/hls/77/index.m3u8
吉林卫视,http://1.80.12.4:10000/hls/31/index.m3u8
吉林卫视,http://113.240.177.236:8082/hls/41/index.m3u8
吉林卫视,http://120.192.226.35:8009/hls/48/index.m3u8
吉林卫视,http://123.10.76.183:808/hls/55/index.m3u8
吉林卫视,http://123.10.76.97:808/hls/55/index.m3u8
吉林卫视,http://123.10.79.77:808/hls/55/index.m3u8
吉林卫视,http://144.7.38.154:808/hls/47/index.m3u8
吉林卫视,http://175.11.138.93:808/hls/32/index.m3u8
吉林卫视,http://182.46.8.141:8018/hls/30/index.m3u8
吉林卫视,http://222.89.28.118:808/hls/81/index.m3u8
四川卫视,http://120.192.226.35:8009/hls/41/index.m3u8
四川卫视,http://123.10.76.183:808/hls/44/index.m3u8
四川卫视,http://123.10.76.97:808/hls/44/index.m3u8
四川卫视,http://123.10.79.77:808/hls/44/index.m3u8
