四川电信,#genre#
CCTV-5+体育赛事,http://221.198.177.123:8888/udp/225.1.1.121:5002
CHC动作电影,http://221.198.177.123:8888/udp/225.1.1.215:5002
CHC高清电影,http://221.198.177.123:8888/udp/225.1.1.214:5002
CHC家庭影院,http://221.198.177.123:8888/udp/225.1.1.213:5002
CCTV-第一剧场,http://221.198.177.123:8888/udp/225.1.2.175:5002
CCTV-怀旧剧场,http://221.198.177.123:8888/udp/225.1.2.173:5002
CCTV-风云剧场,http://221.198.177.123:8888/udp/225.1.2.174:5002
CCTV-兵器科技,http://221.198.177.123:8888/udp/225.1.2.166:5002
CCTV-风云音乐,http://221.198.177.123:8888/udp/225.1.2.176:5002
CCTV-风云足球,http://221.198.177.123:8888/udp/225.1.2.168:5002
CCTV-高尔夫网球,http://221.198.177.123:8888/udp/225.1.2.169:5002
CCTV-女性时尚,http://221.198.177.123:8888/udp/225.1.2.172:5002
CCTV-世界地理,http://221.198.177.123:8888/udp/225.1.2.171:5002
CCTV-电视指南,http://221.198.177.123:8888/udp/225.1.2.167:5002
CCTV-文化精品,http://221.198.177.123:8888/udp/225.1.2.177:5002
CCTV-央视台球,http://221.198.177.123:8888/udp/225.1.2.170:5002
北京卫视,http://221.198.177.123:8888/udp/225.1.1.113:5002
东方卫视,http://221.198.177.123:8888/udp/225.1.2.31:5002
湖北卫视,http://221.198.177.123:8888/udp/225.1.1.147:5002
湖南卫视,http://221.198.177.123:8888/udp/225.1.1.114:5002
浙江卫视,http://221.198.177.123:8888/udp/225.1.1.112:5002
江苏卫视,http://221.198.177.123:8888/udp/225.1.1.126:5002
江西卫视,http://221.198.177.123:8888/udp/225.1.2.29:5002
安徽卫视,http://221.198.177.123:8888/udp/225.1.1.127:5002
广东卫视,http://221.198.177.123:8888/udp/225.1.1.116:5002
深圳卫视,http://221.198.177.123:8888/udp/225.1.1.117:5002
四川卫视,http://221.198.177.123:8888/udp/225.1.1.123:5002
贵州卫视,http://221.198.177.123:8888/udp/225.1.2.28:5002
广西卫视,http://221.198.177.123:8888/udp/225.1.2.81:5002
重庆卫视,http://221.198.177.123:8888/udp/225.1.1.155:5002
河北卫视,http://221.198.177.123:8888/udp/225.1.2.27:5002
海南卫视,http://221.198.177.123:8888/udp/225.1.2.82:5002
河南卫视,http://221.198.177.123:8888/udp/225.1.2.61:5002
吉林卫视,http://221.198.177.123:8888/udp/225.1.2.26:5002
黑龙江卫视,http://221.198.177.123:8888/udp/225.1.1.115:5002
辽宁卫视,http://221.198.177.123:8888/udp/225.1.1.154:5002
4K影视,http://221.198.177.123:8888/udp/225.1.2.190:5002
湖南金鹰纪实,http://221.198.177.123:8888/udp/225.1.1.124:5002
湖南金鹰卡通,http://221.198.177.123:8888/udp/225.1.2.236:5002
湖南茶频道,http://221.198.177.123:8888/udp/225.1.2.19:5002
上海动漫秀场,http://221.198.177.123:8888/udp/225.1.1.134:5002
上海都市剧场,http://221.198.177.123:8888/udp/225.1.1.146:5002
上海欢笑剧场,http://221.198.177.123:8888/udp/225.1.1.139:5002
上海纪实人文,http://221.198.177.123:8888/udp/225.1.2.25:5002
上海法制天地,http://221.198.177.123:8888/udp/225.1.1.237:5002
上海生活时尚,http://221.198.177.123:8888/udp/225.1.1.143:5002
上海金色学堂,http://221.198.177.123:8888/udp/225.1.1.236:5002
上海游戏风云,http://221.198.177.123:8888/udp/225.1.1.135:5002
上海东方财经,http://221.198.177.123:8888/udp/225.1.1.247:5002
上海乐游纪实,http://221.198.177.123:8888/udp/225.1.1.145:5002
河南梨园频道,http://221.198.177.123:8888/udp/225.1.2.104:5002
河南武术世界,http://221.198.177.123:8888/udp/225.1.2.129:5002
魅力足球,http://221.198.177.123:8888/udp/225.1.1.137:5002
天津IPTV,http://221.198.177.123:8888/udp/225.1.2.123:5002
CETV早期教育,http://221.198.177.123:8888/udp/225.1.2.207:5002
蓟州频道,http://221.198.177.123:8888/udp/225.1.1.82:5002
河东频道,http://221.198.177.123:8888/udp/225.1.2.2:5002
河西频道,http://221.198.177.123:8888/udp/225.1.2.4:5002
静海频道,http://221.198.177.123:8888/udp/225.1.1.110:5002
滨海1,http://221.198.177.123:8888/udp/225.1.2.7:5002
滨海2,http://221.198.177.123:8888/udp/225.1.2.8:5002
天津卫视,http://221.198.177.123:8888/udp/225.1.1.111:5002
天津新闻,http://221.198.177.123:8888/udp/225.1.1.130:5002
天津文艺,http://221.198.177.123:8888/udp/225.1.1.131:5002
天津影视,http://221.198.177.123:8888/udp/225.1.1.149:5002
天津都市,http://221.198.177.123:8888/udp/225.1.1.128:5002
天津体育,http://221.198.177.123:8888/udp/225.1.1.122:5002
天津科教,http://221.198.177.123:8888/udp/225.1.1.129:5002
CCTV-1综合,http://221.198.177.123:8888/udp/225.1.1.120:5002
CCTV-2财经,http://221.198.177.123:8888/udp/225.1.1.133:5002
CCTV-3综艺,http://221.198.177.123:8888/udp/225.1.1.158:5002
CCTV-4中文国际,http://221.198.177.123:8888/udp/225.1.1.150:5002
CCTV-5体育,http://221.198.177.123:8888/udp/225.1.1.160:5002
CCTV-6电影,http://221.198.177.123:8888/udp/225.1.1.195:5002
CCTV-7国防军事,http://221.198.177.123:8888/udp/225.1.1.138:5002
CCTV-8电视剧,http://221.198.177.123:8888/udp/225.1.1.196:5002
CCTV-9纪录,http://221.198.177.123:8888/udp/225.1.1.119:5002
CCTV-10科教,http://221.198.177.123:8888/udp/225.1.1.140:5002
CCTV-11戏曲,http://221.198.177.123:8888/udp/225.1.2.192:5002
CCTV-12社会与法,http://221.198.177.123:8888/udp/225.1.1.142:5002
CCTV-13新闻,http://221.198.177.123:8888/udp/225.1.2.193:5002
CCTV-14少儿,http://221.198.177.123:8888/udp/225.1.1.144:5002
CCTV-15音乐,http://221.198.177.123:8888/udp/225.1.2.194:5002
CCTV-16奥林匹克,http://221.198.177.123:8888/udp/225.1.2.237:5002
CCTV-17农业农村,http://221.198.177.123:8888/udp/225.1.2.52:5002
CCTV-5+体育赛事,http://221.198.177.123:8888/udp/225.1.1.121:5002
CHC动作电影,http://221.198.177.123:8888/udp/225.1.1.215:5002
CHC高清电影,http://221.198.177.123:8888/udp/225.1.1.214:5002
CHC家庭影院,http://221.198.177.123:8888/udp/225.1.1.213:5002
CCTV-第一剧场,http://221.198.177.123:8888/udp/225.1.2.175:5002
CCTV-怀旧剧场,http://221.198.177.123:8888/udp/225.1.2.173:5002
CCTV-风云剧场,http://221.198.177.123:8888/udp/225.1.2.174:5002
CCTV-兵器科技,http://221.198.177.123:8888/udp/225.1.2.166:5002
CCTV-风云音乐,http://221.198.177.123:8888/udp/225.1.2.176:5002
CCTV-风云足球,http://221.198.177.123:8888/udp/225.1.2.168:5002
CCTV-高尔夫网球,http://221.198.177.123:8888/udp/225.1.2.169:5002
CCTV-女性时尚,http://221.198.177.123:8888/udp/225.1.2.172:5002
CCTV-世界地理,http://221.198.177.123:8888/udp/225.1.2.171:5002
CCTV-电视指南,http://221.198.177.123:8888/udp/225.1.2.167:5002
CCTV-文化精品,http://221.198.177.123:8888/udp/225.1.2.177:5002
CCTV-央视台球,http://221.198.177.123:8888/udp/225.1.2.170:5002
北京卫视,http://221.198.177.123:8888/udp/225.1.1.113:5002
东方卫视,http://221.198.177.123:8888/udp/225.1.2.31:5002
湖北卫视,http://221.198.177.123:8888/udp/225.1.1.147:5002
湖南卫视,http://221.198.177.123:8888/udp/225.1.1.114:5002
浙江卫视,http://221.198.177.123:8888/udp/225.1.1.112:5002
江苏卫视,http://221.198.177.123:8888/udp/225.1.1.126:5002
江西卫视,http://221.198.177.123:8888/udp/225.1.2.29:5002
安徽卫视,http://221.198.177.123:8888/udp/225.1.1.127:5002
广东卫视,http://221.198.177.123:8888/udp/225.1.1.116:5002
深圳卫视,http://221.198.177.123:8888/udp/225.1.1.117:5002
四川卫视,http://221.198.177.123:8888/udp/225.1.1.123:5002
贵州卫视,http://221.198.177.123:8888/udp/225.1.2.28:5002
广西卫视,http://221.198.177.123:8888/udp/225.1.2.81:5002
重庆卫视,http://221.198.177.123:8888/udp/225.1.1.155:5002
河北卫视,http://221.198.177.123:8888/udp/225.1.2.27:5002
海南卫视,http://221.198.177.123:8888/udp/225.1.2.82:5002
河南卫视,http://221.198.177.123:8888/udp/225.1.2.61:5002
吉林卫视,http://221.198.177.123:8888/udp/225.1.2.26:5002
黑龙江卫视,http://221.198.177.123:8888/udp/225.1.1.115:5002
辽宁卫视,http://221.198.177.123:8888/udp/225.1.1.154:5002
4K影视,http://221.198.177.123:8888/udp/225.1.2.190:5002
湖南金鹰纪实,http://221.198.177.123:8888/udp/225.1.1.124:5002
湖南金鹰卡通,http://221.198.177.123:8888/udp/225.1.2.236:5002
湖南茶频道,http://221.198.177.123:8888/udp/225.1.2.19:5002
上海动漫秀场,http://221.198.177.123:8888/udp/225.1.1.134:5002
上海都市剧场,http://221.198.177.123:8888/udp/225.1.1.146:5002
上海欢笑剧场,http://221.198.177.123:8888/udp/225.1.1.139:5002
上海纪实人文,http://221.198.177.123:8888/udp/225.1.2.25:5002
上海法制天地,http://221.198.177.123:8888/udp/225.1.1.237:5002
上海生活时尚,http://221.198.177.123:8888/udp/225.1.1.143:5002
上海金色学堂,http://221.198.177.123:8888/udp/225.1.1.236:5002
上海游戏风云,http://221.198.177.123:8888/udp/225.1.1.135:5002
上海东方财经,http://221.198.177.123:8888/udp/225.1.1.247:5002
上海乐游纪实,http://221.198.177.123:8888/udp/225.1.1.145:5002
河南梨园频道,http://221.198.177.123:8888/udp/225.1.2.104:5002
河南武术世界,http://221.198.177.123:8888/udp/225.1.2.129:5002
魅力足球,http://221.198.177.123:8888/udp/225.1.1.137:5002
天津IPTV,http://221.198.177.123:8888/udp/225.1.2.123:5002
CETV早期教育,http://221.198.177.123:8888/udp/225.1.2.207:5002
蓟州频道,http://221.198.177.123:8888/udp/225.1.1.82:5002
河东频道,http://221.198.177.123:8888/udp/225.1.2.2:5002
河西频道,http://221.198.177.123:8888/udp/225.1.2.4:5002
静海频道,http://221.198.177.123:8888/udp/225.1.1.110:5002
滨海1,http://221.198.177.123:8888/udp/225.1.2.7:5002
滨海2,http://221.198.177.123:8888/udp/225.1.2.8:5002
天津卫视,http://221.198.177.123:8888/udp/225.1.1.111:5002
天津新闻,http://221.198.177.123:8888/udp/225.1.1.130:5002
天津文艺,http://221.198.177.123:8888/udp/225.1.1.131:5002
天津影视,http://221.198.177.123:8888/udp/225.1.1.149:5002
天津都市,http://221.198.177.123:8888/udp/225.1.1.128:5002
天津体育,http://221.198.177.123:8888/udp/225.1.1.122:5002
天津科教,http://221.198.177.123:8888/udp/225.1.1.129:5002
CCTV-1综合,http://221.198.177.123:8888/udp/225.1.1.120:5002
CCTV-2财经,http://221.198.177.123:8888/udp/225.1.1.133:5002
CCTV-3综艺,http://221.198.177.123:8888/udp/225.1.1.158:5002
CCTV-4中文国际,http://221.198.177.123:8888/udp/225.1.1.150:5002
CCTV-5体育,http://221.198.177.123:8888/udp/225.1.1.160:5002
CCTV-6电影,http://221.198.177.123:8888/udp/225.1.1.195:5002
CCTV-7国防军事,http://221.198.177.123:8888/udp/225.1.1.138:5002
CCTV-8电视剧,http://221.198.177.123:8888/udp/225.1.1.196:5002
CCTV-9纪录,http://221.198.177.123:8888/udp/225.1.1.119:5002
CCTV-10科教,http://221.198.177.123:8888/udp/225.1.1.140:5002
CCTV-11戏曲,http://221.198.177.123:8888/udp/225.1.2.192:5002
CCTV-12社会与法,http://221.198.177.123:8888/udp/225.1.1.142:5002
CCTV-13新闻,http://221.198.177.123:8888/udp/225.1.2.193:5002
CCTV-14少儿,http://221.198.177.123:8888/udp/225.1.1.144:5002
CCTV-15音乐,http://221.198.177.123:8888/udp/225.1.2.194:5002
CCTV-16奥林匹克,http://221.198.177.123:8888/udp/225.1.2.237:5002
CCTV-17农业农村,http://221.198.177.123:8888/udp/225.1.2.52:5002
CCTV-5+体育赛事,http://221.198.177.123:8888/udp/225.1.1.121:5002
CHC动作电影,http://221.198.177.123:8888/udp/225.1.1.215:5002
CHC高清电影,http://221.198.177.123:8888/udp/225.1.1.214:5002
CHC家庭影院,http://221.198.177.123:8888/udp/225.1.1.213:5002
CCTV-第一剧场,http://221.198.177.123:8888/udp/225.1.2.175:5002
CCTV-怀旧剧场,http://221.198.177.123:8888/udp/225.1.2.173:5002
CCTV-风云剧场,http://221.198.177.123:8888/udp/225.1.2.174:5002
CCTV-兵器科技,http://221.198.177.123:8888/udp/225.1.2.166:5002
CCTV-风云音乐,http://221.198.177.123:8888/udp/225.1.2.176:5002
CCTV-风云足球,http://221.198.177.123:8888/udp/225.1.2.168:5002
CCTV-高尔夫网球,http://221.198.177.123:8888/udp/225.1.2.169:5002
CCTV-女性时尚,http://221.198.177.123:8888/udp/225.1.2.172:5002
CCTV-世界地理,http://221.198.177.123:8888/udp/225.1.2.171:5002
CCTV-电视指南,http://221.198.177.123:8888/udp/225.1.2.167:5002
CCTV-文化精品,http://221.198.177.123:8888/udp/225.1.2.177:5002
CCTV-央视台球,http://221.198.177.123:8888/udp/225.1.2.170:5002
北京卫视,http://221.198.177.123:8888/udp/225.1.1.113:5002
东方卫视,http://221.198.177.123:8888/udp/225.1.2.31:5002
湖北卫视,http://221.198.177.123:8888/udp/225.1.1.147:5002
湖南卫视,http://221.198.177.123:8888/udp/225.1.1.114:5002
浙江卫视,http://221.198.177.123:8888/udp/225.1.1.112:5002
江苏卫视,http://221.198.177.123:8888/udp/225.1.1.126:5002
江西卫视,http://221.198.177.123:8888/udp/225.1.2.29:5002
安徽卫视,http://221.198.177.123:8888/udp/225.1.1.127:5002
广东卫视,http://221.198.177.123:8888/udp/225.1.1.116:5002
深圳卫视,http://221.198.177.123:8888/udp/225.1.1.117:5002
四川卫视,http://221.198.177.123:8888/udp/225.1.1.123:5002
贵州卫视,http://221.198.177.123:8888/udp/225.1.2.28:5002
广西卫视,http://221.198.177.123:8888/udp/225.1.2.81:5002
重庆卫视,http://221.198.177.123:8888/udp/225.1.1.155:5002
河北卫视,http://221.198.177.123:8888/udp/225.1.2.27:5002
海南卫视,http://221.198.177.123:8888/udp/225.1.2.82:5002
河南卫视,http://221.198.177.123:8888/udp/225.1.2.61:5002
吉林卫视,http://221.198.177.123:8888/udp/225.1.2.26:5002
黑龙江卫视,http://221.198.177.123:8888/udp/225.1.1.115:5002
辽宁卫视,http://221.198.177.123:8888/udp/225.1.1.154:5002
4K影视,http://221.198.177.123:8888/udp/225.1.2.190:5002
湖南金鹰纪实,http://221.198.177.123:8888/udp/225.1.1.124:5002
湖南金鹰卡通,http://221.198.177.123:8888/udp/225.1.2.236:5002
湖南茶频道,http://221.198.177.123:8888/udp/225.1.2.19:5002
上海动漫秀场,http://221.198.177.123:8888/udp/225.1.1.134:5002
上海都市剧场,http://221.198.177.123:8888/udp/225.1.1.146:5002
上海欢笑剧场,http://221.198.177.123:8888/udp/225.1.1.139:5002
上海纪实人文,http://221.198.177.123:8888/udp/225.1.2.25:5002
上海法制天地,http://221.198.177.123:8888/udp/225.1.1.237:5002
上海生活时尚,http://221.198.177.123:8888/udp/225.1.1.143:5002
上海金色学堂,http://221.198.177.123:8888/udp/225.1.1.236:5002
上海游戏风云,http://221.198.177.123:8888/udp/225.1.1.135:5002
上海东方财经,http://221.198.177.123:8888/udp/225.1.1.247:5002
上海乐游纪实,http://221.198.177.123:8888/udp/225.1.1.145:5002
河南梨园频道,http://221.198.177.123:8888/udp/225.1.2.104:5002
河南武术世界,http://221.198.177.123:8888/udp/225.1.2.129:5002
魅力足球,http://221.198.177.123:8888/udp/225.1.1.137:5002
天津IPTV,http://221.198.177.123:8888/udp/225.1.2.123:5002
CETV早期教育,http://221.198.177.123:8888/udp/225.1.2.207:5002
蓟州频道,http://221.198.177.123:8888/udp/225.1.1.82:5002
河东频道,http://221.198.177.123:8888/udp/225.1.2.2:5002
河西频道,http://221.198.177.123:8888/udp/225.1.2.4:5002
静海频道,http://221.198.177.123:8888/udp/225.1.1.110:5002
滨海1,http://221.198.177.123:8888/udp/225.1.2.7:5002
滨海2,http://221.198.177.123:8888/udp/225.1.2.8:5002
天津卫视,http://221.198.177.123:8888/udp/225.1.1.111:5002
天津新闻,http://221.198.177.123:8888/udp/225.1.1.130:5002
天津文艺,http://221.198.177.123:8888/udp/225.1.1.131:5002
天津影视,http://221.198.177.123:8888/udp/225.1.1.149:5002
天津都市,http://221.198.177.123:8888/udp/225.1.1.128:5002
天津体育,http://221.198.177.123:8888/udp/225.1.1.122:5002
天津科教,http://221.198.177.123:8888/udp/225.1.1.129:5002
CCTV-1综合,http://221.198.177.123:8888/udp/225.1.1.120:5002
CCTV-2财经,http://221.198.177.123:8888/udp/225.1.1.133:5002
CCTV-3综艺,http://221.198.177.123:8888/udp/225.1.1.158:5002
CCTV-4中文国际,http://221.198.177.123:8888/udp/225.1.1.150:5002
CCTV-5体育,http://221.198.177.123:8888/udp/225.1.1.160:5002
CCTV-6电影,http://221.198.177.123:8888/udp/225.1.1.195:5002
CCTV-7国防军事,http://221.198.177.123:8888/udp/225.1.1.138:5002
CCTV-8电视剧,http://221.198.177.123:8888/udp/225.1.1.196:5002
CCTV-9纪录,http://221.198.177.123:8888/udp/225.1.1.119:5002
CCTV-10科教,http://221.198.177.123:8888/udp/225.1.1.140:5002
CCTV-11戏曲,http://221.198.177.123:8888/udp/225.1.2.192:5002
CCTV-12社会与法,http://221.198.177.123:8888/udp/225.1.1.142:5002
CCTV-13新闻,http://221.198.177.123:8888/udp/225.1.2.193:5002
CCTV-14少儿,http://221.198.177.123:8888/udp/225.1.1.144:5002
CCTV-15音乐,http://221.198.177.123:8888/udp/225.1.2.194:5002
CCTV-16奥林匹克,http://221.198.177.123:8888/udp/225.1.2.237:5002
CCTV-17农业农村,http://221.198.177.123:8888/udp/225.1.2.52:5002
CCTV-5+体育赛事,http://221.198.177.123:8888/udp/225.1.1.121:5002
CHC动作电影,http://221.198.177.123:8888/udp/225.1.1.215:5002
CHC高清电影,http://221.198.177.123:8888/udp/225.1.1.214:5002
CHC家庭影院,http://221.198.177.123:8888/udp/225.1.1.213:5002
CCTV-第一剧场,http://221.198.177.123:8888/udp/225.1.2.175:5002
CCTV-怀旧剧场,http://221.198.177.123:8888/udp/225.1.2.173:5002
CCTV-风云剧场,http://221.198.177.123:8888/udp/225.1.2.174:5002
CCTV-兵器科技,http://221.198.177.123:8888/udp/225.1.2.166:5002
CCTV-风云音乐,http://221.198.177.123:8888/udp/225.1.2.176:5002
CCTV-风云足球,http://221.198.177.123:8888/udp/225.1.2.168:5002
CCTV-高尔夫网球,http://221.198.177.123:8888/udp/225.1.2.169:5002
CCTV-女性时尚,http://221.198.177.123:8888/udp/225.1.2.172:5002
CCTV-世界地理,http://221.198.177.123:8888/udp/225.1.2.171:5002
CCTV-电视指南,http://221.198.177.123:8888/udp/225.1.2.167:5002
CCTV-文化精品,http://221.198.177.123:8888/udp/225.1.2.177:5002
CCTV-央视台球,http://221.198.177.123:8888/udp/225.1.2.170:5002
北京卫视,http://221.198.177.123:8888/udp/225.1.1.113:5002
东方卫视,http://221.198.177.123:8888/udp/225.1.2.31:5002
湖北卫视,http://221.198.177.123:8888/udp/225.1.1.147:5002
湖南卫视,http://221.198.177.123:8888/udp/225.1.1.114:5002
浙江卫视,http://221.198.177.123:8888/udp/225.1.1.112:5002
江苏卫视,http://221.198.177.123:8888/udp/225.1.1.126:5002
江西卫视,http://221.198.177.123:8888/udp/225.1.2.29:5002
安徽卫视,http://221.198.177.123:8888/udp/225.1.1.127:5002
广东卫视,http://221.198.177.123:8888/udp/225.1.1.116:5002
深圳卫视,http://221.198.177.123:8888/udp/225.1.1.117:5002
四川卫视,http://221.198.177.123:8888/udp/225.1.1.123:5002
贵州卫视,http://221.198.177.123:8888/udp/225.1.2.28:5002
广西卫视,http://221.198.177.123:8888/udp/225.1.2.81:5002
重庆卫视,http://221.198.177.123:8888/udp/225.1.1.155:5002
河北卫视,http://221.198.177.123:8888/udp/225.1.2.27:5002
海南卫视,http://221.198.177.123:8888/udp/225.1.2.82:5002
河南卫视,http://221.198.177.123:8888/udp/225.1.2.61:5002
吉林卫视,http://221.198.177.123:8888/udp/225.1.2.26:5002
黑龙江卫视,http://221.198.177.123:8888/udp/225.1.1.115:5002
辽宁卫视,http://221.198.177.123:8888/udp/225.1.1.154:5002
4K影视,http://221.198.177.123:8888/udp/225.1.2.190:5002
湖南金鹰纪实,http://221.198.177.123:8888/udp/225.1.1.124:5002
湖南金鹰卡通,http://221.198.177.123:8888/udp/225.1.2.236:5002
湖南茶频道,http://221.198.177.123:8888/udp/225.1.2.19:5002
上海动漫秀场,http://221.198.177.123:8888/udp/225.1.1.134:5002
上海都市剧场,http://221.198.177.123:8888/udp/225.1.1.146:5002
上海欢笑剧场,http://221.198.177.123:8888/udp/225.1.1.139:5002
上海纪实人文,http://221.198.177.123:8888/udp/225.1.2.25:5002
上海法制天地,http://221.198.177.123:8888/udp/225.1.1.237:5002
上海生活时尚,http://221.198.177.123:8888/udp/225.1.1.143:5002
上海金色学堂,http://221.198.177.123:8888/udp/225.1.1.236:5002
上海游戏风云,http://221.198.177.123:8888/udp/225.1.1.135:5002
上海东方财经,http://221.198.177.123:8888/udp/225.1.1.247:5002
上海乐游纪实,http://221.198.177.123:8888/udp/225.1.1.145:5002
河南梨园频道,http://221.198.177.123:8888/udp/225.1.2.104:5002
河南武术世界,http://221.198.177.123:8888/udp/225.1.2.129:5002
魅力足球,http://221.198.177.123:8888/udp/225.1.1.137:5002
天津IPTV,http://221.198.177.123:8888/udp/225.1.2.123:5002
CETV早期教育,http://221.198.177.123:8888/udp/225.1.2.207:5002
蓟州频道,http://221.198.177.123:8888/udp/225.1.1.82:5002
河东频道,http://221.198.177.123:8888/udp/225.1.2.2:5002
河西频道,http://221.198.177.123:8888/udp/225.1.2.4:5002
静海频道,http://221.198.177.123:8888/udp/225.1.1.110:5002
滨海1,http://221.198.177.123:8888/udp/225.1.2.7:5002
滨海2,http://221.198.177.123:8888/udp/225.1.2.8:5002
天津卫视,http://221.198.177.123:8888/udp/225.1.1.111:5002
天津新闻,http://221.198.177.123:8888/udp/225.1.1.130:5002
天津文艺,http://221.198.177.123:8888/udp/225.1.1.131:5002
天津影视,http://221.198.177.123:8888/udp/225.1.1.149:5002
天津都市,http://221.198.177.123:8888/udp/225.1.1.128:5002
天津体育,http://221.198.177.123:8888/udp/225.1.1.122:5002
天津科教,http://221.198.177.123:8888/udp/225.1.1.129:5002
CCTV-1综合,http://221.198.177.123:8888/udp/225.1.1.120:5002
CCTV-2财经,http://221.198.177.123:8888/udp/225.1.1.133:5002
CCTV-3综艺,http://221.198.177.123:8888/udp/225.1.1.158:5002
CCTV-4中文国际,http://221.198.177.123:8888/udp/225.1.1.150:5002
CCTV-5体育,http://221.198.177.123:8888/udp/225.1.1.160:5002
CCTV-6电影,http://221.198.177.123:8888/udp/225.1.1.195:5002
CCTV-7国防军事,http://221.198.177.123:8888/udp/225.1.1.138:5002
CCTV-8电视剧,http://221.198.177.123:8888/udp/225.1.1.196:5002
CCTV-9纪录,http://221.198.177.123:8888/udp/225.1.1.119:5002
CCTV-10科教,http://221.198.177.123:8888/udp/225.1.1.140:5002
CCTV-11戏曲,http://221.198.177.123:8888/udp/225.1.2.192:5002
CCTV-12社会与法,http://221.198.177.123:8888/udp/225.1.1.142:5002
CCTV-13新闻,http://221.198.177.123:8888/udp/225.1.2.193:5002
CCTV-14少儿,http://221.198.177.123:8888/udp/225.1.1.144:5002
CCTV-15音乐,http://221.198.177.123:8888/udp/225.1.2.194:5002
CCTV-16奥林匹克,http://221.198.177.123:8888/udp/225.1.2.237:5002
CCTV-17农业农村,http://221.198.177.123:8888/udp/225.1.2.52:5002
CCTV-5+体育赛事,http://221.198.177.123:8888/udp/225.1.1.121:5002
CHC动作电影,http://221.198.177.123:8888/udp/225.1.1.215:5002
CHC高清电影,http://221.198.177.123:8888/udp/225.1.1.214:5002
CHC家庭影院,http://221.198.177.123:8888/udp/225.1.1.213:5002
CCTV-第一剧场,http://221.198.177.123:8888/udp/225.1.2.175:5002
CCTV-怀旧剧场,http://221.198.177.123:8888/udp/225.1.2.173:5002
CCTV-风云剧场,http://221.198.177.123:8888/udp/225.1.2.174:5002
CCTV-兵器科技,http://221.198.177.123:8888/udp/225.1.2.166:5002
CCTV-风云音乐,http://221.198.177.123:8888/udp/225.1.2.176:5002
CCTV-风云足球,http://221.198.177.123:8888/udp/225.1.2.168:5002
CCTV-高尔夫网球,http://221.198.177.123:8888/udp/225.1.2.169:5002
CCTV-女性时尚,http://221.198.177.123:8888/udp/225.1.2.172:5002
CCTV-世界地理,http://221.198.177.123:8888/udp/225.1.2.171:5002
CCTV-电视指南,http://221.198.177.123:8888/udp/225.1.2.167:5002
CCTV-文化精品,http://221.198.177.123:8888/udp/225.1.2.177:5002
CCTV-央视台球,http://221.198.177.123:8888/udp/225.1.2.170:5002
北京卫视,http://221.198.177.123:8888/udp/225.1.1.113:5002
东方卫视,http://221.198.177.123:8888/udp/225.1.2.31:5002
湖北卫视,http://221.198.177.123:8888/udp/225.1.1.147:5002
湖南卫视,http://221.198.177.123:8888/udp/225.1.1.114:5002
浙江卫视,http://221.198.177.123:8888/udp/225.1.1.112:5002
江苏卫视,http://221.198.177.123:8888/udp/225.1.1.126:5002
江西卫视,http://221.198.177.123:8888/udp/225.1.2.29:5002
安徽卫视,http://221.198.177.123:8888/udp/225.1.1.127:5002
广东卫视,http://221.198.177.123:8888/udp/225.1.1.116:5002
深圳卫视,http://221.198.177.123:8888/udp/225.1.1.117:5002
四川卫视,http://221.198.177.123:8888/udp/225.1.1.123:5002
贵州卫视,http://221.198.177.123:8888/udp/225.1.2.28:5002
广西卫视,http://221.198.177.123:8888/udp/225.1.2.81:5002
重庆卫视,http://221.198.177.123:8888/udp/225.1.1.155:5002
河北卫视,http://221.198.177.123:8888/udp/225.1.2.27:5002
海南卫视,http://221.198.177.123:8888/udp/225.1.2.82:5002
河南卫视,http://221.198.177.123:8888/udp/225.1.2.61:5002
吉林卫视,http://221.198.177.123:8888/udp/225.1.2.26:5002
黑龙江卫视,http://221.198.177.123:8888/udp/225.1.1.115:5002
辽宁卫视,http://221.198.177.123:8888/udp/225.1.1.154:5002
4K影视,http://221.198.177.123:8888/udp/225.1.2.190:5002
湖南金鹰纪实,http://221.198.177.123:8888/udp/225.1.1.124:5002
湖南金鹰卡通,http://221.198.177.123:8888/udp/225.1.2.236:5002
湖南茶频道,http://221.198.177.123:8888/udp/225.1.2.19:5002
上海动漫秀场,http://221.198.177.123:8888/udp/225.1.1.134:5002
上海都市剧场,http://221.198.177.123:8888/udp/225.1.1.146:5002
上海欢笑剧场,http://221.198.177.123:8888/udp/225.1.1.139:5002
上海纪实人文,http://221.198.177.123:8888/udp/225.1.2.25:5002
上海法制天地,http://221.198.177.123:8888/udp/225.1.1.237:5002
上海生活时尚,http://221.198.177.123:8888/udp/225.1.1.143:5002
上海金色学堂,http://221.198.177.123:8888/udp/225.1.1.236:5002
上海游戏风云,http://221.198.177.123:8888/udp/225.1.1.135:5002
上海东方财经,http://221.198.177.123:8888/udp/225.1.1.247:5002
上海乐游纪实,http://221.198.177.123:8888/udp/225.1.1.145:5002
河南梨园频道,http://221.198.177.123:8888/udp/225.1.2.104:5002
河南武术世界,http://221.198.177.123:8888/udp/225.1.2.129:5002
魅力足球,http://221.198.177.123:8888/udp/225.1.1.137:5002
天津IPTV,http://221.198.177.123:8888/udp/225.1.2.123:5002
CETV早期教育,http://221.198.177.123:8888/udp/225.1.2.207:5002
蓟州频道,http://221.198.177.123:8888/udp/225.1.1.82:5002
河东频道,http://221.198.177.123:8888/udp/225.1.2.2:5002
