北京联通,#genre#
宁夏卫视,http://115.239.104.249:9999/udp/233.50.201.57:5140
陕西卫视,http://115.239.104.249:9999/udp/233.50.201.59:5140
青海卫视,http://115.239.104.249:9999/udp/233.50.201.65:5140
西藏卫视,http://115.239.104.249:9999/udp/233.50.201.70:5140
兵团卫视,http://115.239.104.249:9999/udp/233.50.201.72:5140
都市剧场,http://115.239.104.249:9999/udp/233.50.201.190:5140
欢笑剧场,http://115.239.104.249:9999/udp/233.50.201.189:5140
动漫秀场,http://115.239.104.249:9999/udp/233.50.201.184:5140
杭州综合,http://115.239.104.249:9999/udp/233.50.201.173:5140
杭州明珠,http://115.239.104.249:9999/udp/233.50.201.174:5140
杭州生活,http://115.239.104.249:9999/udp/233.50.201.175:5140
杭州影视,http://115.239.104.249:9999/udp/233.50.201.176:5140
杭州青少,http://115.239.104.249:9999/udp/233.50.201.177:5140
杭州导视,http://115.239.104.249:9999/udp/233.50.201.182:5140
宁波综合,http://115.239.104.249:9999/udp/233.50.201.168:5140
宁波生活,http://115.239.104.249:9999/udp/233.50.201.178:5140
宁波文体,http://115.239.104.249:9999/udp/233.50.201.179:5140
宁波影视,http://115.239.104.249:9999/udp/233.50.201.180:5140
宁波少儿,http://115.239.104.249:9999/udp/233.50.201.181:5140
温州综合,http://115.239.104.249:9999/udp/233.50.201.87:5140
绍兴综合,http://115.239.104.249:9999/udp/233.50.201.156:5140
衢州综合,http://115.239.104.249:9999/udp/233.50.202.11:5140
衢州公共,http://115.239.104.249:9999/udp/233.50.202.12:5140
丽水新闻综合,http://115.239.104.249:9999/udp/233.50.201.162:5140
之江纪录,http://115.239.104.249:9999/udp/233.50.202.25:5140
温州新闻,http://115.239.104.249:9999/udp/233.50.201.87:5140
绍兴新闻,http://115.239.104.249:9999/udp/233.50.201.156:5140
衢州新闻,http://115.239.104.249:9999/udp/233.50.201.155:5140
台州新闻,http://115.239.104.249:9999/udp/233.50.201.157:5140
湖州新闻,http://115.239.104.249:9999/udp/233.50.201.158:5140
金华新闻,http://115.239.104.249:9999/udp/233.50.201.161:5140
丽水新闻,http://115.239.104.249:9999/udp/233.50.201.162:5140
嘉兴新闻,http://115.239.104.249:9999/udp/233.50.201.163:5140
桐乡新闻,http://115.239.104.249:9999/udp/233.50.201.169:5140
游戏风云,http://115.239.104.249:9999/udp/233.50.201.183:5140
生活时尚,http://115.239.104.249:9999/udp/233.50.201.187:5140
法治天地,http://115.239.104.249:9999/udp/233.50.201.191:5140
金色学堂,http://115.239.104.249:9999/udp/233.50.201.186:5140
快乐垂钓,http://115.239.104.249:9999/udp/233.50.201.109:5140
茶频道台,http://115.239.104.249:9999/udp/233.50.201.188:5140
第一财经,http://115.239.104.249:9999/udp/233.50.200.125:5140
乐游纪实,http://115.239.104.249:9999/udp/233.50.201.185:5140
优优宝贝,http://115.239.104.249:9999/udp/233.50.202.24:5140
晴彩竞技,http://115.239.104.249:9999/udp/233.50.201.193:5140
晴彩篮球,http://115.239.104.249:9999/udp/233.50.201.194:5140
晴彩羽毛球,http://115.239.104.249:9999/udp/233.50.201.195:5140
晴彩广场舞,http://115.239.104.249:9999/udp/233.50.201.226:5140
轮播频道,http://115.239.104.249:9999/udp/233.50.201.116:5140
轮播频道,http://115.239.104.249:9999/udp/233.50.201.117:5140
直播,http://115.239.104.249:9999/udp/233.50.200.223:5140
CETV-4,http://115.239.104.249:9999/udp/233.50.200.162:5140
CETV1,http://115.239.104.249:9999/udp/233.50.201.75:5140
中国蓝直播,http://115.239.104.249:9999/udp/233.50.201.193:5140
CGTN西班牙,http://115.239.104.249:9999/udp/233.50.201.36:5140
CGTN法语,http://115.239.104.249:9999/udp/233.50.201.37:5140
CGTN阿拉伯,http://115.239.104.249:9999/udp/233.50.201.38:5140
CGTN俄语,http://115.239.104.249:9999/udp/233.50.201.39:5140
CGTN,http://115.239.104.249:9999/udp/233.50.201.126:5140
金鹰卡通,http://115.239.104.249:9999/udp/233.50.201.73:5140
哈哈炫动,http://115.239.104.249:9999/udp/233.50.201.74:5140
发现之旅,http://115.239.104.249:9999/udp/233.50.201.98:5140
少儿,http://115.239.104.249:9999/udp/233.50.201.20:5140
中国蓝直播,http://115.239.104.249:9999/udp/233.50.201.108:5140
浙江卫视,http://115.195.172.169:9999/udp/233.50.201.100:5140
浙江钱江,http://115.195.172.169:9999/udp/233.50.201.132:5140
浙江生活,http://115.195.172.169:9999/udp/233.50.201.133:5140
浙江教育,http://115.195.172.169:9999/udp/233.50.201.134:5140
浙江民生,http://115.195.172.169:9999/udp/233.50.201.136:5140
浙江新闻,http://115.195.172.169:9999/udp/233.50.201.137:5140
浙江少儿,http://115.195.172.169:9999/udp/233.50.201.138:5140
浙江纪录,http://115.195.172.169:9999/udp/233.50.202.25:5140
CCTV-1,http://115.195.172.169:9999/udp/233.50.200.130:5140
CCTV-2,http://115.195.172.169:9999/udp/233.50.200.25:5140
CCTV-3,http://115.195.172.169:9999/udp/233.50.201.196:5140
CCTV-4,http://115.195.172.169:9999/udp/233.50.200.101:5140
CCTV-5,http://115.195.172.169:9999/udp/233.50.201.197:5140
CCTV-5+,http://115.195.172.169:9999/udp/233.50.201.220:5140
CCTV-6,http://115.195.172.169:9999/udp/233.50.201.198:5140
CCTV-7,http://115.195.172.169:9999/udp/233.50.200.24:5140
CCTV-8,http://115.195.172.169:9999/udp/233.50.201.199:5140
CCTV-9,http://115.195.172.169:9999/udp/233.50.201.121:5140
CCTV-10,http://115.195.172.169:9999/udp/233.50.201.122:5140
CCTV-11,http://115.195.172.169:9999/udp/233.50.201.11:5140
CCTV-12,http://115.195.172.169:9999/udp/233.50.201.123:5140
CCTV-13,http://115.195.172.169:9999/udp/233.50.201.246:5140
CCTV-14,http://115.195.172.169:9999/udp/233.50.201.124:5140
CCTV-15,http://115.195.172.169:9999/udp/233.50.201.15:5140
CCTV-16,http://115.195.172.169:9999/udp/233.50.201.192:5140
CCTV-17,http://115.195.172.169:9999/udp/233.50.200.113:5140
CCTV-16 4K,http://115.195.172.169:9999/udp/233.50.201.63:5140
凤凰中文,http://115.195.172.169:9999/udp/233.50.200.191:5140
凤凰资讯,http://115.195.172.169:9999/udp/233.50.200.192:5140
湖南卫视,http://115.195.172.169:9999/udp/233.50.201.103:5140
江苏卫视,http://115.195.172.169:9999/udp/233.50.201.106:5140
东方卫视,http://115.195.172.169:9999/udp/233.50.201.125:5140
湖北卫视,http://115.195.172.169:9999/udp/233.50.201.114:5140
广东卫视,http://115.195.172.169:9999/udp/233.50.201.102:5140
北京卫视,http://115.195.172.169:9999/udp/233.50.201.107:5140
深圳卫视,http://115.195.172.169:9999/udp/233.50.201.101:5140
天津卫视,http://115.195.172.169:9999/udp/233.50.201.104:5140
河北卫视,http://115.195.172.169:9999/udp/233.50.201.140:5140
安徽卫视,http://115.195.172.169:9999/udp/233.50.201.113:5140
重庆卫视,http://115.195.172.169:9999/udp/233.50.200.114:5140
云南卫视,http://115.195.172.169:9999/udp/233.50.200.115:5140
四川卫视,http://115.195.172.169:9999/udp/233.50.201.139:5140
江西卫视,http://115.195.172.169:9999/udp/233.50.201.145:5140
黑龙江卫视,http://115.195.172.169:9999/udp/233.50.201.115:5140
山东卫视,http://115.195.172.169:9999/udp/233.50.201.105:5140
辽宁卫视,http://115.195.172.169:9999/udp/233.50.201.141:5140
贵州卫视,http://115.195.172.169:9999/udp/233.50.201.142:5140
河南卫视,http://115.195.172.169:9999/udp/233.50.201.144:5140
东南卫视,http://115.195.172.169:9999/udp/233.50.201.146:5140
吉林卫视,http://115.195.172.169:9999/udp/233.50.201.48:5140
广西卫视,http://115.195.172.169:9999/udp/233.50.201.49:5140
山西卫视,http://115.195.172.169:9999/udp/233.50.201.51:5140
海南卫视,http://115.195.172.169:9999/udp/233.50.201.55:5140
宁夏卫视,http://115.195.172.169:9999/udp/233.50.201.57:5140
陕西卫视,http://115.195.172.169:9999/udp/233.50.201.59:5140
青海卫视,http://115.195.172.169:9999/udp/233.50.201.65:5140
西藏卫视,http://115.195.172.169:9999/udp/233.50.201.70:5140
兵团卫视,http://115.195.172.169:9999/udp/233.50.201.72:5140
都市剧场,http://115.195.172.169:9999/udp/233.50.201.190:5140
欢笑剧场,http://115.195.172.169:9999/udp/233.50.201.189:5140
动漫秀场,http://115.195.172.169:9999/udp/233.50.201.184:5140
杭州综合,http://115.195.172.169:9999/udp/233.50.201.173:5140
杭州明珠,http://115.195.172.169:9999/udp/233.50.201.174:5140
杭州生活,http://115.195.172.169:9999/udp/233.50.201.175:5140
杭州影视,http://115.195.172.169:9999/udp/233.50.201.176:5140
杭州青少,http://115.195.172.169:9999/udp/233.50.201.177:5140
杭州导视,http://115.195.172.169:9999/udp/233.50.201.182:5140
宁波综合,http://115.195.172.169:9999/udp/233.50.201.168:5140
宁波生活,http://115.195.172.169:9999/udp/233.50.201.178:5140
宁波文体,http://115.195.172.169:9999/udp/233.50.201.179:5140
宁波影视,http://115.195.172.169:9999/udp/233.50.201.180:5140
宁波少儿,http://115.195.172.169:9999/udp/233.50.201.181:5140
温州综合,http://115.195.172.169:9999/udp/233.50.201.87:5140
绍兴综合,http://115.195.172.169:9999/udp/233.50.201.156:5140
衢州综合,http://115.195.172.169:9999/udp/233.50.202.11:5140
衢州公共,http://115.195.172.169:9999/udp/233.50.202.12:5140
丽水新闻综合,http://115.195.172.169:9999/udp/233.50.201.162:5140
之江纪录,http://115.195.172.169:9999/udp/233.50.202.25:5140
温州新闻,http://115.195.172.169:9999/udp/233.50.201.87:5140
绍兴新闻,http://115.195.172.169:9999/udp/233.50.201.156:5140
衢州新闻,http://115.195.172.169:9999/udp/233.50.201.155:5140
台州新闻,http://115.195.172.169:9999/udp/233.50.201.157:5140
湖州新闻,http://115.195.172.169:9999/udp/233.50.201.158:5140
金华新闻,http://115.195.172.169:9999/udp/233.50.201.161:5140
丽水新闻,http://115.195.172.169:9999/udp/233.50.201.162:5140
嘉兴新闻,http://115.195.172.169:9999/udp/233.50.201.163:5140
桐乡新闻,http://115.195.172.169:9999/udp/233.50.201.169:5140
游戏风云,http://115.195.172.169:9999/udp/233.50.201.183:5140
生活时尚,http://115.195.172.169:9999/udp/233.50.201.187:5140
法治天地,http://115.195.172.169:9999/udp/233.50.201.191:5140
金色学堂,http://115.195.172.169:9999/udp/233.50.201.186:5140
快乐垂钓,http://115.195.172.169:9999/udp/233.50.201.109:5140
茶频道台,http://115.195.172.169:9999/udp/233.50.201.188:5140
第一财经,http://115.195.172.169:9999/udp/233.50.200.125:5140
乐游纪实,http://115.195.172.169:9999/udp/233.50.201.185:5140
优优宝贝,http://115.195.172.169:9999/udp/233.50.202.24:5140
晴彩竞技,http://115.195.172.169:9999/udp/233.50.201.193:5140
晴彩篮球,http://115.195.172.169:9999/udp/233.50.201.194:5140
晴彩羽毛球,http://115.195.172.169:9999/udp/233.50.201.195:5140
晴彩广场舞,http://115.195.172.169:9999/udp/233.50.201.226:5140
轮播频道,http://115.195.172.169:9999/udp/233.50.201.116:5140
轮播频道,http://115.195.172.169:9999/udp/233.50.201.117:5140
直播,http://115.195.172.169:9999/udp/233.50.200.223:5140
CETV-4,http://115.195.172.169:9999/udp/233.50.200.162:5140
CETV1,http://115.195.172.169:9999/udp/233.50.201.75:5140
中国蓝直播,http://115.195.172.169:9999/udp/233.50.201.193:5140
CGTN西班牙,http://115.195.172.169:9999/udp/233.50.201.36:5140
CGTN法语,http://115.195.172.169:9999/udp/233.50.201.37:5140
CGTN阿拉伯,http://115.195.172.169:9999/udp/233.50.201.38:5140
CGTN俄语,http://115.195.172.169:9999/udp/233.50.201.39:5140
CGTN,http://115.195.172.169:9999/udp/233.50.201.126:5140
金鹰卡通,http://115.195.172.169:9999/udp/233.50.201.73:5140
哈哈炫动,http://115.195.172.169:9999/udp/233.50.201.74:5140
发现之旅,http://115.195.172.169:9999/udp/233.50.201.98:5140
少儿,http://115.195.172.169:9999/udp/233.50.201.20:5140
中国蓝直播,http://115.195.172.169:9999/udp/233.50.201.108:5140
河南电信,#genre#
河南卫视,http:///rtp/239.16.20.21:10210
河南都市频道,http:///rtp/239.16.20.164:11640
河南民生频道,http:///rtp/239.16.20.165:11650
河南法治频道,http:///rtp/239.16.10.122:2000
河南电视剧频道,http:///rtp/239.16.20.167:11670
河南新闻频道,http:///rtp/239.16.20.168:11680
河南乡村频道,http:///rtp/239.16.20.195:11950
河南国际频道,http:///rtp/239.16.20.196:11960
河南调解剧场,http:///rtp/239.16.20.197:11970
河南移动戏曲,http:///rtp/239.16.20.120:11200
河南睛彩中原,http:///rtp/239.16.20.122:11220
河南梨园频道,http:///rtp/239.16.20.171:11710
河南文物宝库,http:///rtp/239.16.10.149:2000
河南武术世界,http:///rtp/239.16.20.173:11730
河南移动电视,http:///rtp/239.16.20.204:12040
大美河南,http:///rtp/239.16.20.17:10170
CCTV-1,http:///rtp/239.16.20.1:10010
CCTV-2,http:///rtp/239.16.20.2:10020
CCTV-3,http:///rtp/239.16.20.3:10030
CCTV-4,http:///rtp/239.16.20.4:10040
CCTV-5,http:///rtp/239.16.20.53:10530
CCTV-5+,http:///rtp/239.16.20.5:10050
CCTV-6,http:///rtp/239.16.20.6:10060
CCTV-7,http:///rtp/239.16.20.51:10510
CCTV-8,http:///rtp/239.16.20.8:10080
CCTV-9,http:///rtp/239.16.20.9:10090
CCTV-10,http:///rtp/239.16.20.10:10100
CCTV-11,http:///rtp/239.16.20.11:10110
CCTV-12,http:///rtp/239.16.20.12:10120
CCTV-13,http:///rtp/239.16.20.13:10130
CCTV-14,http:///rtp/239.16.20.14:10140
CCTV-15,http:///rtp/239.16.20.15:10150
CCTV-17,http:///rtp/239.16.20.7:10070
浙江卫视,http:///rtp/239.16.20.71:10710
湖南卫视,http:///rtp/239.16.20.72:10720
东方卫视,http:///rtp/239.16.20.73:10730
江苏卫视,http:///rtp/239.16.20.74:10740
安徽卫视,http:///rtp/239.16.20.75:10750
北京卫视,http:///rtp/239.16.20.76:10760
深圳卫视,http:///rtp/239.16.20.77:10770
重庆卫视,http:///rtp/239.16.20.79:10790
山东卫视,http:///rtp/239.16.20.80:10800
贵州卫视,http:///rtp/239.16.20.81:10810
东南卫视,http:///rtp/239.16.20.82:10820
陕西卫视,http:///rtp/239.16.20.83:10830
广西卫视,http:///rtp/239.16.20.84:10840
云南卫视,http:///rtp/239.16.20.85:10850
四川卫视,http:///rtp/239.16.20.86:10860
湖北卫视,http:///rtp/239.16.20.87:10870
河北卫视,http:///rtp/239.16.20.88:10880
江西卫视,http:///rtp/239.16.20.89:10890
山西卫视,http:///rtp/239.16.20.90:10900
内蒙古卫视,http:///rtp/239.16.20.91:10910
宁夏卫视,http:///rtp/239.16.20.92:10920
新疆卫视,http:///rtp/239.16.20.93:10930
吉林卫视,http:///rtp/239.16.20.94:10940
辽宁卫视,http:///rtp/239.16.20.95:10950
天津卫视,http:///rtp/239.16.20.96:10960
海南卫视,http:///rtp/239.16.20.97:10970
广东卫视,http:///rtp/239.16.20.98:10980
黑龙江卫视,http:///rtp/239.16.20.99:10990
西藏卫视,http:///rtp/239.16.20.100:11000
青海卫视,http:///rtp/239.16.20.101:11010
甘肃卫视,http:///rtp/239.16.20.102:11020
都市剧场,http:///rtp/239.16.20.38:10380
欢笑剧场,http:///rtp/239.16.20.39:10390
动漫秀场,http:///rtp/239.16.20.40:10400
东方财经,http:///rtp/239.16.20.64:10640
法治天地,http:///rtp/239.16.20.156:11560
乐游,http:///rtp/239.16.20.111:11110
游戏风云,http:///rtp/239.16.20.112:11120
极速汽车,http:///rtp/239.16.20.113:11130
生活时尚,http:///rtp/239.16.20.114:11140
金色学堂,http:///rtp/239.16.20.115:11150
洛阳-1新闻综合,http:///rtp/239.16.20.179:11790
洛阳-2科教频道,http:///rtp/239.16.20.177:11770
洛阳-3文旅频道,http:///rtp/239.16.20.178:11780
商丘1新闻综合,http:///rtp/239.16.10.153:2000
商丘2公共频道,http:///rtp/239.16.10.168:2000
商丘3文体科教,http:///rtp/239.16.10.169:2000
郑州1新闻综合,http:///rtp/239.16.10.154:2000
郑州2商都频道,http:///rtp/239.16.10.155:2000
郑州3文体频道,http:///rtp/239.16.10.156:2000
郑州4影视戏曲,http:///rtp/239.16.10.157:2000
郑州5妇女儿童,http:///rtp/239.16.10.158:2000
郑州6都市生活,http:///rtp/239.16.10.159:2000
许昌农业科教,http:///rtp/239.16.10.60:2000
许昌公共,http:///rtp/239.16.10.61:2000
许昌综合,http:///rtp/239.16.10.47:2000
南阳1新闻综合,http:///rtp/239.16.10.58:2000
南阳2公共,http:///rtp/239.16.10.165:2000
南阳3科教,http:///rtp/239.16.10.164:2000
驻马店1新闻综合频道,http:///rtp/239.16.10.170:2000
驻马店2公共频道,http:///rtp/239.16.10.54:2000
驻马店3科教频道,http:///rtp/239.16.10.171:2000
周口公共频道,http:///rtp/239.16.10.172:2000
周口教育频道,http:///rtp/239.16.10.173:2000
周口新闻综合,http:///rtp/239.16.10.59:2000
开封1新闻综合,http:///rtp/239.16.10.57:2000
开封2文化旅游,http:///rtp/239.16.10.177:2000
平顶山新闻综合,http:///rtp/239.16.20.137:11370
平顶山城市频道,http:///rtp/239.16.20.151:11510
平顶山公共频道,http:///rtp/239.16.20.152:11520
平顶山教育台,http:///rtp/239.16.20.27:10270
新乡公共,http:///rtp/239.16.20.154:11540
新乡新闻综合,http:///rtp/239.16.20.139:11390
新乡综合,http:///rtp/239.16.20.18:10180
焦作公共,http:///rtp/239.16.20.155:11550
焦作教育,http:///rtp/239.16.20.157:11570
焦作综合,http:///rtp/239.16.20.140:11400
漯河新闻综合,http:///rtp/239.16.10.49:2000
信阳新闻综合,http:///rtp/239.16.10.52:2000
信阳文旅频道,http:///rtp/239.16.10.71:2000
封丘1新闻综合,http:///rtp/239.16.20.19:10190
邓州综合,http:///rtp/239.16.20.20:10200
获嘉综合,http:///rtp/239.16.20.25:10250
平煤安全环保,http:///rtp/239.16.20.31:10310
叶县电视台-1,http:///rtp/239.16.20.32:10320
新密综合频道,http:///rtp/239.16.20.41:10410
登封综合,http:///rtp/239.16.20.42:10420
巩义综合,http:///rtp/239.16.20.43:10430
荥阳综合频道,http:///rtp/239.16.20.44:10440
新郑TV-1,http:///rtp/239.16.20.45:10450
渑池新闻综合,http:///rtp/239.16.20.47:10470
淅川电视台-1,http:///rtp/239.16.20.48:10480
新蔡TV,http:///rtp/239.16.20.49:10490
镇平新闻综合,http:///rtp/239.16.20.50:10500
健康中原,http:///rtp/239.16.20.52:10520
灵宝综合频道,http:///rtp/239.16.20.59:10590
宝丰TV-1,http:///rtp/239.16.20.63:10630
金鹰纪实,http:///rtp/239.16.20.153:11530
快乐垂钓,http:///rtp/239.16.20.67:10670
茶频道,http:///rtp/239.16.20.68:10680
先锋乒羽,http:///rtp/239.16.20.69:10690
CETV-1,http:///rtp/239.16.20.78:10780
优漫卡通,http:///rtp/239.16.20.103:11030
金鹰卡通,http:///rtp/239.16.20.104:11040
少儿,http:///rtp/239.16.20.105:11050
哈哈炫动,http:///rtp/239.16.20.106:11060
嘉佳卡通,http:///rtp/239.16.20.107:11070
南乐综合,http:///rtp/239.16.20.108:11080
义马电视台,http:///rtp/239.16.20.109:11090
美食汇,http:///rtp/239.16.20.117:11170
棋牌汇,http:///rtp/239.16.20.118:11180
江西陶瓷,http:///rtp/239.16.20.124:11240
摄影频道,http:///rtp/239.16.20.125:11250
天元围棋,http:///rtp/239.16.20.126:11260
体育赛事,http:///rtp/239.16.20.128:11280
书画频道,http:///rtp/239.16.20.130:11300
环球旅游,http:///rtp/239.16.20.131:11310
中华特产,http:///rtp/239.16.20.132:11320
新影老故事,http:///rtp/239.16.20.133:11330
车迷频道,http:///rtp/239.16.20.134:11340
渑池新闻综合,http:///rtp/239.16.20.135:11350
鹤壁新闻综合,http:///rtp/239.16.20.142:11420
安阳新闻综合,http:///rtp/239.16.20.144:11440
三门峡新闻综合,http:///rtp/239.16.20.145:11450
济源-1,http:///rtp/239.16.20.174:11740
濮阳新闻综合,http:///rtp/239.16.20.175:11750
濮阳公共,http:///rtp/239.16.20.184:11840
新县综合,http:///rtp/239.16.20.183:11830
卫辉电视台,http:///rtp/239.16.20.191:11910
孟津综合,http:///rtp/239.16.20.192:11920
安阳科教,http:///rtp/239.16.20.193:11930
通许综合,http:///rtp/239.16.20.198:11980
淇县电视台,http:///rtp/239.16.20.205:12050
宜阳综合,http:///rtp/239.16.20.206:12060
汝阳综合频道,http:///rtp/239.16.20.207:12070
原阳电视台,http:///rtp/239.16.20.208:12080
宝丰-1,http:///rtp/239.16.20.209:12090
延津电视台,http:///rtp/239.16.20.210:12100
江西陶瓷,http:///rtp/239.16.20.214:12140
体育赛事,http:///rtp/239.16.20.215:12150
大象新闻,http:///rtp/239.16.20.216:12160
大剧院,http:///rtp/239.16.20.217:12170
舞钢电视台-1,http:///rtp/239.16.20.227:12270
内黄综合,http:///rtp/239.16.20.228:12280
国学频道,http:///rtp/239.16.20.232:12320
嵩县综合新闻,http:///rtp/239.16.20.234:12340
郏县综合,http:///rtp/239.16.20.235:12350
CGTN,http:///rtp/239.16.20.252:12520
禹州电视台,http:///rtp/239.16.10.39:2000
浉河广电中心,http:///rtp/239.16.10.72:2000
平桥广电中心,http:///rtp/239.16.10.73:2000
杞县新闻综合,http:///rtp/239.16.10.80:2000
郸城,http:///rtp/239.16.10.84:2000
永城新闻联播,http:///rtp/239.16.10.93:2000
光山综合,http:///rtp/239.16.10.94:2000
唐河TV-1,http:///rtp/239.16.10.95:2000
上蔡-1,http:///rtp/239.16.10.97:2000
舞阳新闻综合,http:///rtp/239.16.10.179:2000
临颍综合,http:///rtp/239.16.10.180:2000
项城电视台,http:///rtp/239.16.10.214:2000
河南IPTV导视,http:///rtp/239.16.10.218:2000
河南卫视,http:///rtp/239.16.20.21:10210
河南都市频道,http:///rtp/239.16.20.164:11640
河南民生频道,http:///rtp/239.16.20.165:11650
河南法治频道,http:///rtp/239.16.10.122:2000
河南电视剧频道,http:///rtp/239.16.20.167:11670
河南新闻频道,http:///rtp/239.16.20.168:11680
河南乡村频道,http:///rtp/239.16.20.195:11950
河南国际频道,http:///rtp/239.16.20.196:11960
河南调解剧场,http:///rtp/239.16.20.197:11970
河南移动戏曲,http:///rtp/239.16.20.120:11200
河南睛彩中原,http:///rtp/239.16.20.122:11220
河南梨园频道,http:///rtp/239.16.20.171:11710
河南文物宝库,http:///rtp/239.16.10.149:2000
河南武术世界,http:///rtp/239.16.20.173:11730
河南移动电视,http:///rtp/239.16.20.204:12040
大美河南,http:///rtp/239.16.20.17:10170
CCTV-1,http:///rtp/239.16.20.1:10010
CCTV-2,http:///rtp/239.16.20.2:10020
CCTV-3,http:///rtp/239.16.20.3:10030
CCTV-4,http:///rtp/239.16.20.4:10040
CCTV-5,http:///rtp/239.16.20.53:10530
CCTV-5+,http:///rtp/239.16.20.5:10050
CCTV-6,http:///rtp/239.16.20.6:10060
CCTV-7,http:///rtp/239.16.20.51:10510
CCTV-8,http:///rtp/239.16.20.8:10080
CCTV-9,http:///rtp/239.16.20.9:10090
CCTV-10,http:///rtp/239.16.20.10:10100
CCTV-11,http:///rtp/239.16.20.11:10110
CCTV-12,http:///rtp/239.16.20.12:10120
CCTV-13,http:///rtp/239.16.20.13:10130
CCTV-14,http:///rtp/239.16.20.14:10140
CCTV-15,http:///rtp/239.16.20.15:10150
CCTV-17,http:///rtp/239.16.20.7:10070
浙江卫视,http:///rtp/239.16.20.71:10710
湖南卫视,http:///rtp/239.16.20.72:10720
东方卫视,http:///rtp/239.16.20.73:10730
江苏卫视,http:///rtp/239.16.20.74:10740
安徽卫视,http:///rtp/239.16.20.75:10750
北京卫视,http:///rtp/239.16.20.76:10760
深圳卫视,http:///rtp/239.16.20.77:10770
重庆卫视,http:///rtp/239.16.20.79:10790
山东卫视,http:///rtp/239.16.20.80:10800
贵州卫视,http:///rtp/239.16.20.81:10810
东南卫视,http:///rtp/239.16.20.82:10820
陕西卫视,http:///rtp/239.16.20.83:10830
广西卫视,http:///rtp/239.16.20.84:10840
云南卫视,http:///rtp/239.16.20.85:10850
四川卫视,http:///rtp/239.16.20.86:10860
湖北卫视,http:///rtp/239.16.20.87:10870
河北卫视,http:///rtp/239.16.20.88:10880
江西卫视,http:///rtp/239.16.20.89:10890
山西卫视,http:///rtp/239.16.20.90:10900
内蒙古卫视,http:///rtp/239.16.20.91:10910
宁夏卫视,http:///rtp/239.16.20.92:10920
新疆卫视,http:///rtp/239.16.20.93:10930
吉林卫视,http:///rtp/239.16.20.94:10940
辽宁卫视,http:///rtp/239.16.20.95:10950
天津卫视,http:///rtp/239.16.20.96:10960
海南卫视,http:///rtp/239.16.20.97:10970
广东卫视,http:///rtp/239.16.20.98:10980
黑龙江卫视,http:///rtp/239.16.20.99:10990
西藏卫视,http:///rtp/239.16.20.100:11000
青海卫视,http:///rtp/239.16.20.101:11010
甘肃卫视,http:///rtp/239.16.20.102:11020
都市剧场,http:///rtp/239.16.20.38:10380
欢笑剧场,http:///rtp/239.16.20.39:10390
动漫秀场,http:///rtp/239.16.20.40:10400
东方财经,http:///rtp/239.16.20.64:10640
法治天地,http:///rtp/239.16.20.156:11560
乐游,http:///rtp/239.16.20.111:11110
游戏风云,http:///rtp/239.16.20.112:11120
极速汽车,http:///rtp/239.16.20.113:11130
生活时尚,http:///rtp/239.16.20.114:11140
金色学堂,http:///rtp/239.16.20.115:11150
洛阳-1新闻综合,http:///rtp/239.16.20.179:11790
洛阳-2科教频道,http:///rtp/239.16.20.177:11770
洛阳-3文旅频道,http:///rtp/239.16.20.178:11780
商丘1新闻综合,http:///rtp/239.16.10.153:2000
商丘2公共频道,http:///rtp/239.16.10.168:2000
商丘3文体科教,http:///rtp/239.16.10.169:2000
郑州1新闻综合,http:///rtp/239.16.10.154:2000
郑州2商都频道,http:///rtp/239.16.10.155:2000
郑州3文体频道,http:///rtp/239.16.10.156:2000
郑州4影视戏曲,http:///rtp/239.16.10.157:2000
郑州5妇女儿童,http:///rtp/239.16.10.158:2000
郑州6都市生活,http:///rtp/239.16.10.159:2000
许昌农业科教,http:///rtp/239.16.10.60:2000
许昌公共,http:///rtp/239.16.10.61:2000
许昌综合,http:///rtp/239.16.10.47:2000
南阳1新闻综合,http:///rtp/239.16.10.58:2000
南阳2公共,http:///rtp/239.16.10.165:2000
南阳3科教,http:///rtp/239.16.10.164:2000
驻马店1新闻综合频道,http:///rtp/239.16.10.170:2000
驻马店2公共频道,http:///rtp/239.16.10.54:2000
驻马店3科教频道,http:///rtp/239.16.10.171:2000
周口公共频道,http:///rtp/239.16.10.172:2000
周口教育频道,http:///rtp/239.16.10.173:2000
周口新闻综合,http:///rtp/239.16.10.59:2000
开封1新闻综合,http:///rtp/239.16.10.57:2000
开封2文化旅游,http:///rtp/239.16.10.177:2000
平顶山新闻综合,http:///rtp/239.16.20.137:11370
平顶山城市频道,http:///rtp/239.16.20.151:11510
平顶山公共频道,http:///rtp/239.16.20.152:11520
平顶山教育台,http:///rtp/239.16.20.27:10270
新乡公共,http:///rtp/239.16.20.154:11540
新乡新闻综合,http:///rtp/239.16.20.139:11390
新乡综合,http:///rtp/239.16.20.18:10180
焦作公共,http:///rtp/239.16.20.155:11550
焦作教育,http:///rtp/239.16.20.157:11570
焦作综合,http:///rtp/239.16.20.140:11400
漯河新闻综合,http:///rtp/239.16.10.49:2000
信阳新闻综合,http:///rtp/239.16.10.52:2000
信阳文旅频道,http:///rtp/239.16.10.71:2000
封丘1新闻综合,http:///rtp/239.16.20.19:10190
邓州综合,http:///rtp/239.16.20.20:10200
获嘉综合,http:///rtp/239.16.20.25:10250
平煤安全环保,http:///rtp/239.16.20.31:10310
叶县电视台-1,http:///rtp/239.16.20.32:10320
